matter_id,client_id,consultation_id,matter_type,origin_channel,oppened_at,current_stage,responsible_lawyer_id,total_fee_agreed ,contract_signed,power_of_attorney_signed ,documents_complete,closed_at,outcome
494,970,543,family,whatsapp,8/16/18,in process,494,4587.65,FALSE,TRUE,TRUE,5/4/17,lost_case
495,205,166,civil,whatsapp,3/26/23,approved,495,2779.24,TRUE,FALSE,TRUE,12/19/16,accepted
496,668,703,immigration,email,7/3/19,on hold,496,2125.08,TRUE,FALSE,TRUE,1/16/22,lost_case
497,232,746,commercial,email,11/16/22,in process,497,1883.58,FALSE,FALSE,FALSE,11/18/24,lost_case
498,213,713,administrative,whatsapp,10/31/17,approved,498,825.16,FALSE,TRUE,FALSE,5/21/21,accepted
499,377,406,contract review,email,3/20/28,pending review,499,2184.16,TRUE,FALSE,TRUE,8/20/28,completed
500,315,414,real estate,whatsapp,11/4/20,pending review,500,211.81,FALSE,FALSE,FALSE,8/19/25,in_progress
501,431,910,contract review,whatsapp,12/27/22,in progress,501,3800.3,FALSE,FALSE,TRUE,8/13/15,completed
502,206,500,commercial,whatsapp,12/10/23,pending review,502,784.87,TRUE,FALSE,FALSE,2/19/25,cancelled
503,84,357,family,whatsapp,8/9/21,pending approval,503,2632.83,FALSE,TRUE,FALSE,2/9/17,accepted
504,621,584,real estate,email,5/11/15,on hold,504,2673.62,TRUE,FALSE,TRUE,7/17/25,client_withdrew
505,495,383,immigration,email,11/26/18,finalized,505,3833.48,TRUE,FALSE,FALSE,5/22/23,cancelled
506,19,221,consultation only service,whatsapp,6/4/30,pending,506,901.93,FALSE,FALSE,FALSE,2/10/18,completed
507,292,702,criminal,email,5/10/25,on hold,507,1980.6,FALSE,FALSE,TRUE,7/5/27,office_declined
508,680,92,family,whatsapp,10/21/16,in progress,508,2039.53,TRUE,FALSE,FALSE,5/9/17,accepted
509,528,785,civil,phone,4/25/17,under investigation,509,1717.94,FALSE,TRUE,FALSE,4/14/17,accepted
510,678,797,criminal,phone,5/20/28,awaiting response,510,3588.44,TRUE,FALSE,FALSE,2/18/25,resolved
511,305,88,consultation only service,whatsapp,2/22/18,finalized,511,4318.32,TRUE,FALSE,FALSE,10/5/18,client_withdrew
512,688,676,immigration,whatsapp,3/26/25,awaiting response,512,389.81,TRUE,TRUE,FALSE,4/28/24,ongoing
513,132,175,civil,phone,5/11/18,reviewing,513,3865.04,TRUE,TRUE,FALSE,3/7/23,ongoing
514,751,43,administrative,whatsapp,3/15/23,completed,514,2180.19,TRUE,TRUE,TRUE,2/9/20,cancelled
515,990,555,civil,whatsapp,7/13/18,awaiting response,515,1728.33,TRUE,TRUE,TRUE,7/22/18,completed
516,411,175,immigration,phone,7/26/19,finalized,516,498.47,FALSE,FALSE,TRUE,3/9/23,resolved
517,417,173,civil,whatsapp,7/4/16,pending,517,4108.38,FALSE,TRUE,TRUE,1/6/15,ongoing
518,787,476,family,phone,7/31/17,pending review,518,2047.54,TRUE,TRUE,FALSE,2/24/28,completed
519,37,889,administrative,whatsapp,10/19/21,pending approval,519,2810.7,FALSE,TRUE,FALSE,11/16/28,cancelled
520,140,509,administrative,email,9/9/26,delayed,520,2000.65,TRUE,TRUE,TRUE,3/23/26,lost_case
521,668,747,administrative,whatsapp,3/5/27,in process,521,1031.24,FALSE,FALSE,FALSE,8/12/15,resolved
522,536,532,civil,whatsapp,3/15/25,under review,522,2101.64,TRUE,TRUE,TRUE,11/10/18,settled
523,521,978,labor,whatsapp,11/23/30,delayed,523,1597.95,TRUE,TRUE,TRUE,2/3/19,client_withdrew
524,410,339,criminal,whatsapp,1/3/29,pending review,524,3713.97,FALSE,FALSE,FALSE,6/8/20,cancelled
525,997,491,administrative,phone,3/29/28,rejected,525,3328.5,TRUE,FALSE,TRUE,8/28/18,in_progress
526,41,880,labor,phone,11/9/24,in progress,526,4316.64,TRUE,TRUE,FALSE,12/16/18,settled
527,431,975,commercial,email,6/30/20,pending approval,527,1928.07,TRUE,FALSE,FALSE,5/17/18,cancelled
528,954,804,consultation only service,email,7/1/28,reviewing,528,539.3,FALSE,TRUE,TRUE,11/21/24,in_progress
529,989,843,commercial,whatsapp,4/22/18,delayed,529,549.38,FALSE,FALSE,TRUE,9/16/22,office_declined
530,142,714,civil,email,6/25/19,finalized,530,2850.89,TRUE,TRUE,TRUE,6/8/25,resolved
531,810,348,administrative,whatsapp,1/25/26,rejected,531,2359.77,FALSE,TRUE,TRUE,2/8/29,resolved
532,360,482,administrative,phone,3/2/24,rejected,532,588.46,FALSE,FALSE,FALSE,2/11/22,completed
533,251,584,immigration,email,3/29/23,reviewing,533,3019.02,FALSE,FALSE,TRUE,7/7/16,resolved
534,15,3,family,whatsapp,2/18/15,pending review,534,4755.96,TRUE,FALSE,TRUE,8/8/15,completed
535,280,681,contract review,whatsapp,9/17/27,pending,535,660,TRUE,TRUE,TRUE,8/6/29,completed
536,268,860,commercial,phone,10/27/24,under investigation,536,1473.87,FALSE,FALSE,TRUE,2/1/29,accepted
537,933,85,contract review,email,1/18/30,under review,537,3183.62,FALSE,TRUE,TRUE,5/24/18,completed
538,671,341,administrative,email,6/15/26,completed,538,4083.64,TRUE,FALSE,TRUE,8/30/28,resolved
539,38,537,real estate,phone,1/22/18,finalized,539,2666.43,TRUE,FALSE,FALSE,5/6/18,settled
540,26,488,criminal,email,5/31/18,on hold,540,4838.63,FALSE,FALSE,FALSE,12/19/25,cancelled
541,548,345,civil,phone,4/2/21,pending approval,541,3836.94,FALSE,TRUE,TRUE,7/17/16,ongoing
542,337,785,real estate,email,8/27/17,reviewing,542,2384.72,TRUE,FALSE,TRUE,5/8/22,lost_case
543,922,761,labor,whatsapp,3/6/24,finalized,543,283.6,FALSE,FALSE,TRUE,5/19/18,office_declined
544,302,94,civil,whatsapp,12/16/20,finalized,544,913.99,FALSE,FALSE,TRUE,11/29/15,client_withdrew
545,956,456,contract review,phone,1/18/16,reviewing,545,2406.51,FALSE,TRUE,FALSE,5/14/24,lost_case
546,634,254,labor,whatsapp,3/21/27,pending review,546,2671.44,TRUE,TRUE,FALSE,7/9/17,settled
547,577,33,civil,phone,5/6/21,in progress,547,1068.99,TRUE,TRUE,FALSE,3/5/29,completed
548,682,809,commercial,whatsapp,2/3/29,finalized,548,1705.6,TRUE,FALSE,TRUE,6/2/16,ongoing
549,491,749,contract review,email,1/5/26,under investigation,549,3059.89,FALSE,FALSE,TRUE,9/28/15,ongoing
550,555,186,commercial,email,4/9/28,in process,550,376.41,TRUE,FALSE,TRUE,2/18/27,cancelled
551,488,418,consultation only service,whatsapp,6/30/21,pending review,551,3422.15,TRUE,TRUE,TRUE,11/22/22,in_progress
552,683,79,commercial,whatsapp,12/17/16,finalized,552,411.23,TRUE,TRUE,FALSE,3/25/26,lost_case
553,65,259,labor,email,9/8/20,rejected,553,958.75,FALSE,FALSE,FALSE,9/10/16,client_withdrew
554,31,877,immigration,email,9/21/15,completed,554,3943.17,TRUE,FALSE,FALSE,4/16/21,settled
555,77,838,immigration,whatsapp,6/16/24,under investigation,555,550.15,TRUE,TRUE,FALSE,10/12/29,lost_case
556,506,634,administrative,whatsapp,11/29/29,completed,556,4235.49,FALSE,FALSE,FALSE,2/13/18,cancelled
557,189,911,real estate,whatsapp,7/28/18,approved,557,1079.1,FALSE,FALSE,TRUE,3/4/29,completed
558,280,18,contract review,whatsapp,2/12/27,approved,558,4688.29,FALSE,TRUE,TRUE,9/12/23,ongoing
559,190,387,civil,email,1/20/25,under review,559,266.87,TRUE,FALSE,FALSE,7/12/28,completed
560,885,474,immigration,phone,11/18/27,pending,560,3664.88,TRUE,TRUE,FALSE,7/5/20,accepted
561,181,641,immigration,whatsapp,10/20/18,in progress,561,214.44,FALSE,FALSE,TRUE,9/7/26,accepted
562,679,487,immigration,whatsapp,6/27/28,completed,562,874.15,FALSE,TRUE,TRUE,1/3/28,ongoing
563,206,241,civil,phone,7/30/16,awaiting response,563,4931.79,TRUE,FALSE,TRUE,9/29/25,lost_case
564,772,288,civil,email,10/25/28,reviewing,564,871.59,FALSE,FALSE,FALSE,3/30/24,office_declined
565,951,328,real estate,email,7/21/18,reviewing,565,3972.1,FALSE,FALSE,FALSE,10/13/26,in_progress
566,870,783,commercial,email,6/2/29,in process,566,3087.56,FALSE,TRUE,TRUE,11/29/16,resolved
567,316,341,commercial,phone,12/12/23,in process,567,2961.25,TRUE,TRUE,FALSE,10/21/22,settled
568,426,700,labor,email,9/11/18,pending review,568,622.47,FALSE,FALSE,TRUE,2/2/30,client_withdrew
569,246,89,administrative,email,11/12/21,finalized,569,4458.3,FALSE,FALSE,TRUE,5/18/30,lost_case
570,576,970,real estate,phone,1/17/21,finalized,570,3661.43,TRUE,FALSE,FALSE,6/30/28,lost_case
571,1000,267,real estate,phone,5/10/19,in process,571,1094.01,FALSE,TRUE,FALSE,9/13/21,completed
572,767,284,consultation only service,phone,4/11/29,reviewing,572,3037.02,FALSE,TRUE,FALSE,11/10/29,resolved
573,131,371,real estate,phone,3/11/25,pending review,573,2329.82,FALSE,FALSE,FALSE,1/25/23,ongoing
574,372,178,consultation only service,whatsapp,5/20/21,finalized,574,4022.82,FALSE,TRUE,FALSE,4/27/24,office_declined
575,864,784,consultation only service,phone,6/13/25,finalized,575,3264.1,TRUE,TRUE,TRUE,4/29/30,ongoing
576,771,184,contract review,email,10/17/18,in process,576,2354.46,TRUE,TRUE,TRUE,11/11/24,accepted
577,18,469,civil,phone,5/24/18,delayed,577,2659.7,TRUE,TRUE,FALSE,7/16/17,lost_case
578,138,71,labor,whatsapp,6/24/18,completed,578,3258.85,TRUE,TRUE,FALSE,11/12/15,client_withdrew
579,230,386,criminal,whatsapp,5/31/25,pending review,579,959.18,TRUE,TRUE,TRUE,5/17/15,resolved
580,562,569,family,whatsapp,7/3/19,delayed,580,1896.22,TRUE,TRUE,FALSE,8/15/28,ongoing
581,630,374,administrative,whatsapp,7/2/20,reviewing,581,2816.11,FALSE,TRUE,TRUE,4/6/17,completed
582,802,737,contract review,whatsapp,2/29/24,delayed,582,599.9,TRUE,TRUE,FALSE,9/22/18,settled
583,287,868,commercial,whatsapp,2/16/15,pending approval,583,2167.32,TRUE,FALSE,FALSE,5/29/26,resolved
584,566,132,labor,whatsapp,6/15/23,pending review,584,1110.22,FALSE,FALSE,FALSE,3/6/30,ongoing
585,308,508,immigration,phone,10/9/23,pending approval,585,2019.9,TRUE,FALSE,FALSE,8/10/24,completed
586,593,726,family,whatsapp,1/25/15,completed,586,2071.6,TRUE,TRUE,FALSE,5/29/22,in_progress
587,429,201,administrative,phone,11/12/26,pending approval,587,4355.4,FALSE,FALSE,TRUE,11/29/19,accepted
588,944,337,consultation only service,whatsapp,1/24/21,finalized,588,1946.97,FALSE,TRUE,TRUE,2/24/20,office_declined
589,25,660,criminal,email,3/14/25,under review,589,735.45,FALSE,TRUE,TRUE,6/17/15,client_withdrew
590,668,905,administrative,phone,1/13/19,on hold,590,1252.83,TRUE,TRUE,TRUE,3/30/20,completed
591,25,772,family,whatsapp,2/9/22,delayed,591,280.96,FALSE,TRUE,TRUE,7/2/20,ongoing
592,293,790,administrative,whatsapp,8/26/22,finalized,592,2965.4,TRUE,TRUE,TRUE,8/4/21,completed
593,496,827,commercial,phone,5/21/27,approved,593,1480.86,FALSE,TRUE,FALSE,2/12/16,resolved
594,47,286,civil,email,1/18/28,approved,594,2569.16,TRUE,TRUE,FALSE,7/7/28,lost_case
595,751,427,real estate,whatsapp,12/14/27,in process,595,2254.5,TRUE,TRUE,TRUE,5/21/27,office_declined
596,176,973,labor,phone,6/20/19,finalized,596,1631.03,TRUE,TRUE,TRUE,9/19/24,settled
597,443,530,consultation only service,phone,5/14/15,on hold,597,1229.81,FALSE,TRUE,TRUE,10/18/17,accepted
598,20,724,criminal,whatsapp,4/9/18,on hold,598,1685.12,TRUE,FALSE,FALSE,3/27/21,lost_case
599,909,617,consultation only service,email,5/29/19,approved,599,1031.34,FALSE,TRUE,TRUE,9/28/16,resolved
600,209,602,immigration,phone,8/20/26,completed,600,4957.3,TRUE,TRUE,FALSE,1/26/27,client_withdrew
601,1,992,labor,phone,9/16/27,delayed,601,4866.02,FALSE,FALSE,FALSE,6/25/27,lost_case
602,416,619,labor,phone,6/6/26,delayed,602,4406.06,FALSE,TRUE,FALSE,3/19/18,ongoing
603,703,586,real estate,whatsapp,8/18/23,under review,603,1038.48,FALSE,TRUE,TRUE,3/8/18,office_declined
604,276,622,civil,whatsapp,7/6/15,completed,604,4240.73,TRUE,TRUE,FALSE,1/5/30,client_withdrew
605,21,487,consultation only service,whatsapp,1/15/29,pending,605,1585.04,FALSE,FALSE,FALSE,5/22/16,settled
606,832,751,civil,email,2/10/30,delayed,606,570.06,FALSE,FALSE,TRUE,8/27/23,settled
607,300,825,commercial,email,2/7/27,finalized,607,556.58,TRUE,TRUE,FALSE,8/24/17,settled
608,526,603,civil,whatsapp,4/25/27,approved,608,3362.86,FALSE,TRUE,TRUE,12/17/17,completed
609,682,40,civil,email,12/9/23,completed,609,4986.5,TRUE,FALSE,TRUE,3/1/16,office_declined
610,323,234,contract review,phone,5/17/18,reviewing,610,3172.41,TRUE,FALSE,FALSE,12/7/17,accepted
611,196,769,contract review,whatsapp,6/5/24,under review,611,4991.46,FALSE,FALSE,TRUE,4/14/30,in_progress
612,177,513,contract review,email,9/16/22,rejected,612,4191.28,TRUE,FALSE,FALSE,9/28/26,resolved
613,708,540,civil,whatsapp,11/24/17,reviewing,613,1243.45,TRUE,TRUE,FALSE,10/3/30,resolved
614,416,511,immigration,whatsapp,9/1/19,pending,614,3086.53,FALSE,TRUE,TRUE,8/3/17,completed
615,360,376,contract review,whatsapp,6/25/18,completed,615,3908.16,FALSE,TRUE,FALSE,10/13/24,settled
616,398,149,civil,phone,5/1/19,completed,616,4488.91,TRUE,FALSE,TRUE,5/1/18,accepted
617,82,159,contract review,whatsapp,5/16/27,on hold,617,3627.52,FALSE,FALSE,FALSE,5/20/16,lost_case
618,889,735,family,whatsapp,4/14/28,awaiting response,618,3101.9,TRUE,TRUE,TRUE,5/29/15,accepted
619,573,590,criminal,whatsapp,10/17/27,under review,619,3083.38,TRUE,FALSE,FALSE,1/20/26,client_withdrew
620,992,224,contract review,whatsapp,6/23/30,rejected,620,3803.91,TRUE,TRUE,FALSE,12/3/30,resolved
621,408,386,labor,whatsapp,6/14/19,finalized,621,4907.88,FALSE,TRUE,FALSE,6/7/24,cancelled
622,855,691,labor,whatsapp,2/21/15,approved,622,4470.17,TRUE,TRUE,FALSE,9/12/29,office_declined
623,545,246,consultation only service,phone,9/20/26,finalized,623,1907.86,TRUE,TRUE,FALSE,3/5/30,ongoing
624,3,384,labor,whatsapp,5/6/24,pending,624,2870.3,TRUE,FALSE,TRUE,3/22/20,in_progress
625,599,108,labor,email,12/31/20,in process,625,2784.96,TRUE,FALSE,FALSE,3/18/28,settled
626,467,426,administrative,whatsapp,2/27/26,approved,626,3464.94,TRUE,FALSE,FALSE,7/15/16,accepted
627,729,494,real estate,phone,9/16/22,rejected,627,4730.57,FALSE,TRUE,FALSE,1/22/15,lost_case
628,686,671,consultation only service,email,1/12/17,approved,628,264.58,FALSE,FALSE,FALSE,4/1/24,ongoing
629,563,756,real estate,whatsapp,9/1/15,delayed,629,4981.9,FALSE,FALSE,TRUE,8/11/29,ongoing
630,410,912,contract review,whatsapp,11/20/24,pending approval,630,1892.65,TRUE,TRUE,TRUE,11/3/29,cancelled
631,627,788,administrative,whatsapp,4/20/15,delayed,631,3280.45,TRUE,FALSE,FALSE,4/6/29,client_withdrew
632,601,263,contract review,phone,5/16/16,reviewing,632,3880.4,TRUE,FALSE,TRUE,2/28/22,client_withdrew
633,270,538,immigration,whatsapp,5/25/26,under investigation,633,363.1,FALSE,TRUE,TRUE,11/24/23,office_declined
634,601,531,civil,email,11/22/18,pending approval,634,3327.81,FALSE,TRUE,FALSE,1/12/30,client_withdrew
635,646,168,real estate,whatsapp,2/21/29,in progress,635,4816.33,FALSE,FALSE,FALSE,9/28/23,resolved
636,869,675,family,whatsapp,10/1/21,reviewing,636,1981.98,TRUE,FALSE,FALSE,4/9/21,accepted
637,505,208,commercial,whatsapp,9/8/15,pending approval,637,2988.85,TRUE,TRUE,TRUE,10/12/15,office_declined
638,155,278,commercial,email,9/7/24,in process,638,3844.51,TRUE,TRUE,TRUE,1/5/17,office_declined
639,238,171,contract review,whatsapp,10/26/27,reviewing,639,3096.72,TRUE,TRUE,FALSE,8/9/24,lost_case
640,730,678,consultation only service,phone,8/27/28,delayed,640,996.75,FALSE,FALSE,FALSE,4/6/19,in_progress
641,893,719,commercial,whatsapp,4/29/26,under review,641,1824.24,TRUE,TRUE,TRUE,7/6/15,lost_case
642,436,704,criminal,email,12/8/29,in process,642,1905.76,TRUE,TRUE,FALSE,10/22/16,in_progress
643,283,3,criminal,email,11/29/16,in process,643,3438.15,FALSE,TRUE,TRUE,5/28/16,office_declined
644,52,145,criminal,whatsapp,3/18/25,finalized,644,198.98,TRUE,FALSE,TRUE,9/17/19,resolved
645,720,117,immigration,phone,4/6/24,under investigation,645,3979.02,TRUE,FALSE,FALSE,5/27/20,completed
646,702,320,labor,phone,11/9/15,pending review,646,3681.46,FALSE,FALSE,FALSE,4/14/29,office_declined
647,739,616,commercial,whatsapp,5/19/20,on hold,647,4812.5,TRUE,FALSE,TRUE,1/23/25,ongoing
648,483,689,real estate,email,3/13/23,pending approval,648,3684.18,TRUE,FALSE,FALSE,12/23/15,in_progress
649,914,578,administrative,phone,3/22/24,finalized,649,4312.8,TRUE,FALSE,FALSE,3/19/17,lost_case
650,152,139,consultation only service,phone,3/21/26,pending review,650,2833.24,FALSE,FALSE,TRUE,11/2/28,resolved
651,472,779,civil,whatsapp,10/25/16,completed,651,1670.7,FALSE,TRUE,TRUE,9/22/27,client_withdrew
652,482,94,immigration,phone,11/17/16,pending approval,652,3339.19,TRUE,TRUE,TRUE,12/20/16,lost_case
653,105,339,family,whatsapp,1/19/20,awaiting response,653,1071.98,FALSE,TRUE,TRUE,10/31/26,ongoing
654,946,630,family,phone,7/21/25,under review,654,988.83,FALSE,TRUE,FALSE,8/18/28,accepted
655,664,659,administrative,whatsapp,7/31/26,under review,655,653.43,FALSE,FALSE,TRUE,12/19/23,lost_case
656,772,378,consultation only service,email,7/23/17,reviewing,656,4290.26,TRUE,TRUE,FALSE,11/8/30,cancelled
657,420,679,criminal,phone,8/28/21,pending,657,4365.62,TRUE,FALSE,FALSE,11/30/17,office_declined
658,143,636,administrative,phone,2/19/18,on hold,658,2380.34,TRUE,TRUE,TRUE,3/2/23,resolved
659,979,251,administrative,email,3/3/30,pending review,659,669.32,FALSE,TRUE,TRUE,7/11/23,resolved
660,527,328,real estate,whatsapp,1/3/26,approved,660,691.64,TRUE,FALSE,FALSE,5/2/26,office_declined
661,837,978,administrative,email,9/24/19,awaiting response,661,2525.15,FALSE,TRUE,FALSE,1/16/18,client_withdrew
662,174,777,consultation only service,email,10/12/23,under review,662,1690.17,FALSE,TRUE,TRUE,1/26/17,cancelled
663,916,779,contract review,whatsapp,10/12/22,finalized,663,4685.17,TRUE,FALSE,FALSE,4/1/16,completed
664,192,813,administrative,email,1/2/21,reviewing,664,2323.88,FALSE,FALSE,TRUE,12/30/22,resolved
665,116,579,labor,email,8/24/20,pending review,665,3826.26,FALSE,TRUE,FALSE,12/11/20,in_progress
666,687,608,real estate,whatsapp,8/9/26,pending review,666,344.76,TRUE,TRUE,TRUE,12/18/27,resolved
667,491,41,contract review,whatsapp,9/13/28,on hold,667,3390,TRUE,TRUE,TRUE,4/28/18,office_declined
668,184,442,commercial,whatsapp,3/24/30,delayed,668,3693.53,TRUE,FALSE,TRUE,4/30/22,ongoing
669,50,436,immigration,whatsapp,4/6/21,pending review,669,333.31,TRUE,FALSE,TRUE,7/23/28,lost_case
670,847,90,commercial,whatsapp,8/18/21,in process,670,1839.57,FALSE,FALSE,TRUE,10/9/28,office_declined
671,747,142,commercial,whatsapp,3/26/20,on hold,671,2242.77,FALSE,TRUE,FALSE,8/10/27,ongoing
672,857,188,contract review,email,8/15/16,pending approval,672,1705.56,TRUE,FALSE,FALSE,10/2/16,resolved
673,987,307,criminal,phone,12/22/26,pending review,673,413.24,FALSE,TRUE,TRUE,6/19/15,office_declined
674,174,781,administrative,email,2/20/20,under investigation,674,779.91,FALSE,TRUE,TRUE,4/9/28,client_withdrew
675,916,852,contract review,email,2/16/18,pending review,675,1147.97,TRUE,TRUE,FALSE,8/3/18,ongoing
676,354,918,consultation only service,whatsapp,11/17/24,delayed,676,352.7,FALSE,TRUE,TRUE,9/15/15,accepted
677,932,732,contract review,email,4/19/21,delayed,677,944.6,FALSE,FALSE,TRUE,10/8/16,resolved
678,300,724,criminal,whatsapp,6/2/30,pending approval,678,840.38,TRUE,TRUE,FALSE,8/20/19,ongoing
679,257,246,contract review,phone,3/12/17,approved,679,4878.12,FALSE,TRUE,FALSE,12/3/21,client_withdrew
680,725,217,consultation only service,phone,9/23/18,delayed,680,506.14,FALSE,TRUE,TRUE,7/26/15,settled
681,157,241,administrative,phone,9/10/19,finalized,681,3906.9,TRUE,TRUE,FALSE,5/6/16,lost_case
682,644,904,real estate,whatsapp,2/16/22,rejected,682,4711.9,FALSE,TRUE,TRUE,5/21/24,accepted
683,639,803,family,whatsapp,10/14/18,pending review,683,1503.6,TRUE,FALSE,TRUE,5/12/27,in_progress
684,648,790,civil,email,2/3/23,awaiting response,684,2990.04,FALSE,FALSE,TRUE,1/14/20,cancelled
685,811,321,contract review,phone,5/29/15,rejected,685,2999.78,TRUE,FALSE,TRUE,4/24/17,in_progress
686,385,320,commercial,whatsapp,3/31/20,finalized,686,1404.08,TRUE,FALSE,TRUE,4/3/20,client_withdrew
687,640,296,immigration,phone,8/22/21,delayed,687,4352.91,FALSE,TRUE,TRUE,6/28/19,office_declined
688,190,618,immigration,whatsapp,10/22/17,pending review,688,948.94,TRUE,FALSE,FALSE,3/28/15,cancelled
689,73,86,immigration,phone,7/4/20,in process,689,704.15,TRUE,FALSE,TRUE,3/31/27,lost_case
690,805,426,contract review,whatsapp,4/30/21,pending review,690,1123.04,FALSE,FALSE,TRUE,5/31/26,lost_case
691,832,363,administrative,email,9/30/28,pending,691,4063.99,FALSE,FALSE,TRUE,5/7/23,lost_case
692,424,631,immigration,email,8/1/17,pending approval,692,722.89,FALSE,FALSE,TRUE,5/26/22,office_declined
693,628,357,contract review,email,2/22/28,pending review,693,3638.36,TRUE,FALSE,TRUE,10/27/16,accepted
694,277,334,immigration,whatsapp,2/24/20,pending approval,694,3669.62,FALSE,TRUE,TRUE,1/3/23,resolved
695,958,727,real estate,phone,1/5/24,approved,695,3262.81,TRUE,FALSE,FALSE,10/20/25,client_withdrew
696,793,116,real estate,email,1/8/30,in process,696,3958.06,FALSE,TRUE,TRUE,8/25/16,accepted
697,870,299,civil,whatsapp,1/14/16,finalized,697,1528.35,TRUE,FALSE,FALSE,6/4/24,in_progress
698,281,763,commercial,phone,1/29/27,approved,698,795.04,FALSE,TRUE,FALSE,2/15/24,lost_case
699,418,382,labor,email,7/14/30,on hold,699,3412.33,TRUE,FALSE,TRUE,1/26/24,ongoing
700,660,498,labor,email,12/29/22,reviewing,700,4439.71,TRUE,FALSE,FALSE,11/26/20,accepted
701,330,39,civil,email,11/25/24,delayed,701,3936.1,TRUE,TRUE,FALSE,9/19/20,in_progress
702,776,122,family,phone,2/6/27,reviewing,702,2706.51,FALSE,TRUE,FALSE,9/9/20,office_declined
703,927,302,labor,email,3/21/27,approved,703,2845.64,TRUE,FALSE,TRUE,8/7/28,in_progress
704,643,766,labor,whatsapp,1/3/18,pending,704,861.55,FALSE,TRUE,FALSE,5/4/28,cancelled
705,871,524,labor,whatsapp,9/8/26,awaiting response,705,2218.96,TRUE,FALSE,TRUE,11/9/16,resolved
706,648,199,immigration,whatsapp,11/28/21,in process,706,4917.62,FALSE,TRUE,TRUE,5/28/20,settled
707,6,113,immigration,whatsapp,11/8/16,on hold,707,1517.18,TRUE,TRUE,FALSE,2/5/28,resolved
708,218,835,commercial,whatsapp,10/2/24,rejected,708,3325.08,TRUE,TRUE,TRUE,8/27/19,client_withdrew
709,112,801,civil,email,9/14/27,in progress,709,562.23,TRUE,FALSE,TRUE,8/15/18,completed
710,770,23,administrative,email,11/16/25,reviewing,710,1144.09,TRUE,TRUE,FALSE,11/20/19,accepted
711,6,417,family,phone,7/6/22,approved,711,4900.04,FALSE,TRUE,TRUE,3/27/18,lost_case
712,989,324,civil,whatsapp,3/27/24,on hold,712,3848.17,TRUE,FALSE,FALSE,5/29/29,resolved
713,691,579,contract review,phone,4/20/23,in process,713,2956.78,TRUE,TRUE,FALSE,5/24/24,completed
714,23,208,contract review,whatsapp,12/12/28,delayed,714,1446.89,FALSE,TRUE,TRUE,8/25/26,accepted
715,878,586,contract review,phone,9/24/22,approved,715,1558.04,FALSE,FALSE,FALSE,4/18/15,settled
716,502,723,immigration,whatsapp,4/9/15,under review,716,863.17,FALSE,FALSE,FALSE,10/2/30,completed
717,423,911,immigration,whatsapp,9/1/20,approved,717,1482.54,TRUE,FALSE,FALSE,9/11/20,client_withdrew
718,151,372,family,email,12/10/29,delayed,718,2175.51,FALSE,FALSE,FALSE,10/19/28,cancelled
719,888,680,family,phone,7/2/28,awaiting response,719,3336.61,FALSE,FALSE,FALSE,4/4/29,lost_case
720,607,523,immigration,phone,7/20/23,on hold,720,4248.6,FALSE,FALSE,FALSE,8/26/23,office_declined
721,892,599,consultation only service,whatsapp,10/5/25,approved,721,3562.49,FALSE,TRUE,TRUE,1/11/28,settled
722,260,937,immigration,whatsapp,8/4/24,reviewing,722,1132.42,FALSE,FALSE,FALSE,2/18/19,resolved
723,561,620,real estate,whatsapp,3/29/25,in progress,723,239.83,FALSE,FALSE,FALSE,3/11/18,resolved
724,60,770,contract review,whatsapp,11/16/15,reviewing,724,4798.68,FALSE,TRUE,FALSE,10/28/25,accepted
725,790,997,administrative,phone,8/7/30,reviewing,725,2309.77,FALSE,FALSE,TRUE,6/27/29,completed
726,896,990,real estate,whatsapp,3/12/26,awaiting response,726,2779.03,FALSE,FALSE,TRUE,3/26/24,lost_case
727,287,68,consultation only service,whatsapp,7/15/23,pending approval,727,802.48,TRUE,TRUE,FALSE,2/14/28,settled
728,968,840,family,whatsapp,1/17/21,rejected,728,275.07,TRUE,FALSE,TRUE,12/24/21,settled
729,84,12,civil,phone,10/2/18,under review,729,1063.9,FALSE,TRUE,FALSE,4/21/18,in_progress
730,828,155,real estate,phone,10/8/28,finalized,730,1250.88,FALSE,TRUE,TRUE,9/4/22,ongoing
731,281,49,administrative,phone,1/21/30,in process,731,3354.56,FALSE,TRUE,FALSE,1/2/18,lost_case
732,615,420,immigration,whatsapp,6/28/18,pending approval,732,450.23,FALSE,FALSE,TRUE,2/21/28,office_declined
733,466,939,commercial,phone,8/21/30,in progress,733,1864.44,FALSE,TRUE,TRUE,8/26/16,completed
734,644,667,administrative,email,11/7/24,pending approval,734,2522.49,FALSE,FALSE,TRUE,7/15/20,ongoing
735,315,933,consultation only service,whatsapp,2/8/22,reviewing,735,3583.73,FALSE,TRUE,FALSE,9/25/26,cancelled
736,708,192,administrative,email,3/2/21,on hold,736,3770.75,TRUE,TRUE,FALSE,8/4/26,cancelled
737,821,994,immigration,email,6/17/20,in progress,737,4590.03,TRUE,TRUE,FALSE,12/24/19,settled
738,172,492,real estate,email,10/29/21,awaiting response,738,4719.55,TRUE,FALSE,FALSE,5/15/16,settled
739,169,714,contract review,email,11/11/25,in process,739,4128.62,TRUE,FALSE,FALSE,8/24/26,completed
740,409,265,contract review,phone,4/17/17,pending review,740,1054.25,TRUE,FALSE,FALSE,8/23/22,completed
