inquiry_id,client_id,origin_channel,menu_option,received_at,is_working_hours,assistant_id,first_response_at,response_delay_minutes,outcome
707,46,phone,schedule,2026-03-24,TRUE,707,2026-03-24,0,under_review
708,336,email,approved,2026-09-12,TRUE,708,2026-09-12,0,cancelled
709,896,email,completed,2025-02-09,TRUE,709,2026-03-29,594720,rejected
710,255,phone,schedule,2024-11-23,FALSE,710,2026-09-04,936000,delayed
711,806,whatsapp,completed,2025-03-04,FALSE,711,2026-09-12,802080,in_progress
712,91,whatsapp,under_review,2024-09-23,TRUE,712,2024-09-23,0,approved
713,374,whatsapp,pending,2026-02-21,FALSE,713,2026-02-21,0,under_review
714,417,email,completed,2024-01-25,FALSE,714,2026-04-01,1147680,approved
715,901,phone,cancelled,2024-04-03,FALSE,715,2026-09-12,1284480,pending
716,294,phone,pending,2025-05-06,TRUE,716,2025-05-06,0,cancelled
717,660,email,on_hold,2026-02-22,FALSE,717,2026-02-22,0,under_review
718,402,email,on_hold,2026-05-03,TRUE,718,2026-05-03,0,approved
719,180,email,under_review,2025-11-27,FALSE,719,2025-11-27,0,pending
720,119,whatsapp,completed,2025-03-17,FALSE,720,2026-04-18,571680,on_hold
721,585,whatsapp,rejected,2024-01-19,FALSE,721,2024-11-21,442080,rejected
722,200,whatsapp,in_progress,2026-01-12,TRUE,722,2026-03-03,72000,under_review
723,321,email,completed,2024-05-18,TRUE,723,2026-09-12,1219680,schedule
724,19,email,on_hold,2026-05-15,TRUE,724,2026-05-15,0,pending
725,227,whatsapp,schedule,2026-09-12,FALSE,725,2026-09-12,0,cancelled
726,871,phone,completed,2025-09-01,TRUE,726,2025-09-01,0,delayed
727,416,email,rejected,2025-04-20,TRUE,727,2025-06-08,70560,cancelled
728,900,email,approved,2026-09-12,FALSE,728,2026-09-12,0,cancelled
729,682,whatsapp,pending,2026-02-08,FALSE,729,2026-02-08,0,in_progress
730,449,email,approved,2024-03-19,FALSE,730,2026-09-12,1306080,approved
731,894,whatsapp,pending,2026-07-15,TRUE,731,2026-07-15,0,on_hold
732,703,phone,completed,2026-09-12,FALSE,732,2026-09-12,0,delayed
733,26,phone,completed,2025-01-05,FALSE,733,2025-01-05,0,in_progress
734,586,email,pending,2024-01-18,TRUE,734,2024-12-18,482400,in_progress
735,707,whatsapp,under_review,2026-05-06,FALSE,735,2026-05-06,0,on_hold
736,768,whatsapp,pending,2026-07-23,TRUE,736,2026-07-23,0,in_progress
737,321,whatsapp,pending,2025-11-01,FALSE,737,2025-11-01,0,on_hold
738,143,phone,approved,2025-03-12,TRUE,738,2025-06-05,122400,approved
739,237,whatsapp,completed,2024-11-20,FALSE,739,2026-09-12,951840,under_review
740,33,whatsapp,rejected,2025-02-08,FALSE,740,2025-03-03,33120,approved
741,827,phone,approved,2026-04-02,FALSE,741,2026-04-02,0,on_hold
742,213,phone,schedule,2026-03-02,FALSE,742,2026-03-02,0,under_review
743,59,whatsapp,on_hold,2024-01-16,TRUE,743,2025-04-27,672480,under_review
744,192,whatsapp,cancelled,2026-06-14,TRUE,744,2026-09-12,129600,under_review
745,564,email,under_review,2026-05-05,FALSE,745,2026-05-05,0,delayed
746,443,email,pending,2025-05-29,TRUE,746,2025-05-29,0,approved
747,487,whatsapp,on_hold,2024-06-26,TRUE,747,2024-06-26,0,cancelled
748,405,phone,pending,2026-03-15,FALSE,748,2026-09-12,260640,in_progress
749,798,whatsapp,in_progress,2024-06-04,FALSE,749,2026-05-20,1029600,in_progress
750,772,whatsapp,schedule,2025-01-01,FALSE,750,2025-01-07,8640,under_review
751,890,email,rejected,2026-07-09,FALSE,751,2026-07-09,0,on_hold
752,805,email,pending,2026-04-21,TRUE,752,2026-04-21,0,under_review
753,728,email,schedule,2024-09-29,TRUE,753,2026-04-04,794880,schedule
754,11,email,in_progress,2024-08-25,FALSE,754,2026-05-18,908640,approved
755,789,phone,pending,2024-10-08,TRUE,755,2025-10-18,540000,on_hold
756,169,email,in_progress,2024-09-10,FALSE,756,2024-09-10,0,delayed
757,544,phone,schedule,2024-01-03,FALSE,757,2026-08-06,1362240,under_review
758,371,phone,completed,2025-12-14,TRUE,758,2026-07-31,329760,rejected
759,249,phone,pending,2025-02-01,FALSE,759,2025-10-12,364320,on_hold
760,467,email,approved,2024-09-29,FALSE,760,2024-09-29,0,approved
761,500,whatsapp,schedule,2024-02-17,FALSE,761,2026-09-12,1350720,in_progress
762,485,email,under_review,2026-02-28,TRUE,762,2026-02-28,0,schedule
763,80,email,pending,2024-07-30,TRUE,763,2026-07-21,1038240,on_hold
764,548,email,schedule,2026-09-12,FALSE,764,2026-09-12,0,schedule
765,554,phone,cancelled,2025-11-19,TRUE,765,2025-11-19,0,under_review
766,170,phone,cancelled,2025-06-23,TRUE,766,2025-06-23,0,on_hold
767,475,phone,pending,2025-12-18,TRUE,767,2026-08-15,345600,on_hold
768,2,whatsapp,rejected,2026-03-01,FALSE,768,2026-03-01,0,on_hold
769,293,email,completed,2025-01-15,TRUE,769,2026-05-27,715680,rejected
770,243,phone,approved,2026-06-16,FALSE,770,2026-06-16,0,rejected
771,388,email,in_progress,2025-10-02,FALSE,771,2025-10-02,0,pending
772,107,phone,rejected,2026-03-26,TRUE,772,2026-09-12,244800,on_hold
773,124,email,under_review,2026-05-01,FALSE,773,2026-05-01,0,under_review
774,322,email,cancelled,2024-05-22,TRUE,774,2026-01-28,887040,delayed
775,542,whatsapp,completed,2025-11-30,TRUE,775,2025-11-30,0,delayed
776,795,phone,approved,2025-04-17,FALSE,776,2025-04-17,0,rejected
777,21,email,on_hold,2026-03-02,TRUE,777,2026-03-02,0,pending
778,706,phone,in_progress,2026-06-15,TRUE,778,2026-06-15,0,approved
779,507,whatsapp,approved,2024-05-10,FALSE,779,2026-01-13,882720,approved
780,613,whatsapp,pending,2024-05-01,TRUE,780,2026-09-06,1235520,on_hold
781,401,email,on_hold,2024-07-19,FALSE,781,2024-07-19,0,under_review
782,999,phone,pending,2024-09-17,FALSE,782,2026-02-11,737280,pending
783,486,whatsapp,in_progress,2024-11-26,TRUE,783,2025-06-25,303840,rejected
784,829,whatsapp,in_progress,2024-08-15,TRUE,784,2025-05-23,404640,schedule
785,800,email,pending,2024-10-22,TRUE,785,2025-10-16,516960,delayed
786,759,email,rejected,2024-03-09,TRUE,786,2024-03-09,0,cancelled
787,627,whatsapp,on_hold,2024-09-01,FALSE,787,2024-09-01,0,delayed
788,546,whatsapp,completed,2025-08-16,FALSE,788,2025-08-16,0,in_progress
789,82,whatsapp,under_review,2025-01-18,TRUE,789,2025-01-18,0,pending
790,776,email,in_progress,2025-10-27,FALSE,790,2025-10-27,0,in_progress
791,554,whatsapp,on_hold,2026-01-08,FALSE,791,2026-01-08,0,in_progress
792,433,whatsapp,cancelled,2024-06-04,TRUE,792,2026-01-28,868320,cancelled
793,87,email,on_hold,2024-02-11,FALSE,793,2026-03-24,1111680,schedule
794,238,email,pending,2025-08-19,FALSE,794,2025-08-19,0,approved
795,413,email,completed,2025-11-25,TRUE,795,2025-11-25,0,on_hold
796,200,whatsapp,completed,2025-05-25,FALSE,796,2026-09-12,684000,approved
797,758,whatsapp,under_review,2026-08-13,TRUE,797,2026-08-25,17280,schedule
798,8,email,approved,2024-07-04,TRUE,798,2025-01-19,286560,schedule
799,825,phone,in_progress,2024-11-23,FALSE,799,2024-11-23,0,approved
800,346,email,under_review,2025-12-07,FALSE,800,2026-01-17,59040,under_review
801,920,email,cancelled,2025-02-03,TRUE,801,2025-02-09,8640,delayed
802,415,email,approved,2026-02-06,TRUE,802,2026-02-06,0,rejected
803,133,whatsapp,on_hold,2025-03-05,TRUE,803,2025-03-05,0,on_hold
804,564,whatsapp,completed,2026-03-14,TRUE,804,2026-03-14,0,schedule
805,647,email,cancelled,2025-06-01,TRUE,805,2025-07-22,73440,in_progress
806,324,phone,on_hold,2026-06-05,FALSE,806,2026-09-12,142560,under_review
807,613,phone,completed,2026-09-12,TRUE,807,2026-09-12,0,under_review
808,306,whatsapp,completed,2025-07-20,FALSE,808,2025-07-20,0,rejected
809,235,phone,rejected,2025-05-29,TRUE,809,2025-07-06,54720,pending
810,492,phone,cancelled,2024-09-05,TRUE,810,2024-09-05,0,approved
811,316,email,cancelled,2024-02-26,FALSE,811,2025-10-23,871200,in_progress
812,226,whatsapp,in_progress,2026-09-12,TRUE,812,2026-09-12,0,on_hold
813,19,whatsapp,schedule,2025-07-09,TRUE,813,2025-07-09,0,in_progress
814,529,email,under_review,2026-09-12,TRUE,814,2026-09-12,0,approved
815,546,phone,under_review,2025-05-03,TRUE,815,2025-05-03,0,schedule
816,836,email,on_hold,2025-02-13,FALSE,816,2025-07-09,210240,approved
817,53,email,pending,2026-05-08,FALSE,817,2026-05-08,0,pending
818,603,whatsapp,cancelled,2025-02-18,FALSE,818,2025-08-04,240480,cancelled
819,183,whatsapp,pending,2025-03-17,FALSE,819,2025-03-17,0,on_hold
820,523,email,completed,2024-03-12,TRUE,820,2024-06-18,141120,in_progress
821,27,whatsapp,pending,2025-05-16,FALSE,821,2025-05-16,0,rejected
822,453,whatsapp,schedule,2025-04-07,TRUE,822,2025-04-07,0,approved
823,765,phone,under_review,2025-12-05,TRUE,823,2026-09-12,404640,schedule
824,916,phone,cancelled,2026-04-14,FALSE,824,2026-05-04,28800,cancelled
825,290,whatsapp,approved,2024-11-08,FALSE,825,2025-02-18,146880,schedule
826,67,email,in_progress,2026-01-28,TRUE,826,2026-01-28,0,schedule
827,599,whatsapp,under_review,2025-04-11,FALSE,827,2025-04-11,0,on_hold
828,679,phone,approved,2026-09-12,TRUE,828,2026-09-12,0,on_hold
829,478,whatsapp,completed,2025-09-20,TRUE,829,2025-09-20,0,pending
830,961,whatsapp,approved,2025-05-06,FALSE,830,2026-08-08,660960,on_hold
831,409,email,schedule,2025-12-31,TRUE,831,2025-12-31,0,approved
832,701,phone,under_review,2025-04-02,FALSE,832,2025-04-02,0,rejected
833,524,whatsapp,on_hold,2024-11-11,TRUE,833,2026-03-24,717120,delayed
834,544,phone,under_review,2025-05-17,TRUE,834,2025-05-17,0,delayed
835,413,whatsapp,approved,2026-09-12,TRUE,835,2026-09-12,0,cancelled
836,201,phone,completed,2025-06-11,TRUE,836,2025-06-11,0,pending
837,484,whatsapp,schedule,2026-06-15,TRUE,837,2026-06-15,0,pending
838,626,phone,under_review,2025-12-09,TRUE,838,2025-12-09,0,under_review
839,336,whatsapp,under_review,2025-11-06,FALSE,839,2026-02-20,152640,schedule
840,259,phone,on_hold,2024-04-07,TRUE,840,2024-04-07,0,under_review
841,306,whatsapp,pending,2026-09-12,FALSE,841,2026-09-12,0,under_review
842,700,email,on_hold,2025-11-12,TRUE,842,2025-11-12,0,delayed
843,554,whatsapp,schedule,2024-08-28,TRUE,843,2024-11-14,112320,rejected
844,816,email,pending,2024-09-20,TRUE,844,2024-09-20,0,on_hold
845,688,email,pending,2024-10-19,FALSE,845,2026-04-22,792000,schedule
846,655,whatsapp,schedule,2024-02-02,FALSE,846,2024-06-22,203040,under_review
847,251,phone,on_hold,2025-01-25,TRUE,847,2025-05-03,141120,rejected
848,630,whatsapp,approved,2025-09-02,TRUE,848,2026-09-12,540000,schedule
849,258,email,approved,2024-02-15,FALSE,849,2024-06-16,175680,under_review
850,567,phone,approved,2024-02-11,FALSE,850,2026-01-20,1020960,approved
851,334,whatsapp,on_hold,2026-02-13,TRUE,851,2026-02-13,0,pending
852,706,whatsapp,completed,2025-05-11,TRUE,852,2025-05-11,0,in_progress
853,107,whatsapp,under_review,2026-08-31,TRUE,853,2026-08-31,0,delayed
854,384,email,on_hold,2024-04-02,FALSE,854,2025-05-03,570240,delayed
855,579,phone,pending,2026-05-27,FALSE,855,2026-05-27,0,pending
856,987,email,schedule,2024-11-03,TRUE,856,2024-12-05,46080,on_hold
857,912,phone,pending,2025-05-27,FALSE,857,2025-05-27,0,schedule
858,196,email,completed,2025-12-15,FALSE,858,2026-07-05,290880,cancelled
859,637,whatsapp,pending,2024-10-27,FALSE,859,2025-01-12,110880,approved
860,20,whatsapp,approved,2025-06-20,TRUE,860,2025-06-20,0,pending
861,251,phone,in_progress,2026-09-12,FALSE,861,2026-09-12,0,approved
862,148,email,in_progress,2024-03-24,FALSE,862,2026-03-26,1054080,schedule
863,650,whatsapp,rejected,2025-02-01,FALSE,863,2025-02-01,0,pending
864,157,whatsapp,cancelled,2025-02-15,TRUE,864,2025-08-05,246240,in_progress
865,399,whatsapp,completed,2024-07-13,FALSE,865,2024-07-13,0,rejected
866,731,email,on_hold,2026-04-20,TRUE,866,2026-04-20,0,approved
867,298,phone,rejected,2026-09-12,FALSE,867,2026-09-12,0,approved
868,384,phone,cancelled,2026-05-19,FALSE,868,2026-09-12,167040,on_hold
869,476,whatsapp,in_progress,2024-01-18,TRUE,869,2026-09-12,1393920,approved
870,799,email,rejected,2026-08-05,TRUE,870,2026-08-05,0,pending
871,398,whatsapp,schedule,2025-02-04,TRUE,871,2025-03-07,44640,in_progress
872,154,email,rejected,2026-03-30,FALSE,872,2026-03-30,0,delayed
873,711,email,completed,2026-04-08,FALSE,873,2026-05-05,38880,on_hold
874,976,whatsapp,cancelled,2024-02-05,FALSE,874,2025-10-28,908640,in_progress
875,665,email,cancelled,2024-10-09,FALSE,875,2024-10-09,0,rejected
876,364,email,schedule,2025-02-12,TRUE,876,2026-05-08,648000,delayed
877,686,email,cancelled,2025-04-05,FALSE,877,2025-04-05,0,rejected
878,514,email,on_hold,2026-09-11,TRUE,878,2026-09-11,0,in_progress
879,673,email,on_hold,2026-09-12,FALSE,879,2026-09-12,0,under_review
880,311,phone,under_review,2024-02-22,TRUE,880,2026-05-26,1186560,on_hold
881,638,phone,pending,2025-11-23,FALSE,881,2025-11-23,0,pending
882,943,phone,cancelled,2025-01-02,FALSE,882,2026-08-18,853920,on_hold
883,537,phone,cancelled,2025-07-25,FALSE,883,2025-07-25,0,schedule
884,178,whatsapp,on_hold,2025-10-13,FALSE,884,2026-09-12,480960,approved
885,903,phone,in_progress,2026-09-12,FALSE,885,2026-09-12,0,in_progress
886,664,email,completed,2026-03-05,FALSE,886,2026-03-05,0,delayed
887,570,email,cancelled,2026-01-21,TRUE,887,2026-01-21,0,delayed
888,381,whatsapp,approved,2024-06-08,TRUE,888,2024-10-17,188640,schedule
889,79,email,schedule,2026-02-08,TRUE,889,2026-02-08,0,on_hold
890,182,whatsapp,on_hold,2026-05-23,TRUE,890,2026-05-23,0,cancelled
891,102,whatsapp,cancelled,2024-04-09,FALSE,891,2026-06-05,1133280,under_review
892,873,phone,pending,2025-07-31,FALSE,892,2025-07-31,0,rejected
893,6,email,under_review,2026-08-20,FALSE,893,2026-08-20,0,pending
894,669,whatsapp,schedule,2025-10-30,FALSE,894,2025-10-30,0,rejected
895,927,whatsapp,on_hold,2024-01-05,TRUE,895,2026-09-12,1412640,pending
896,966,email,on_hold,2025-12-23,FALSE,896,2025-12-23,0,on_hold
897,235,whatsapp,completed,2025-07-21,TRUE,897,2026-03-21,349920,in_progress
898,23,phone,completed,2024-10-23,TRUE,898,2026-07-25,921600,pending
899,97,whatsapp,in_progress,2025-01-21,FALSE,899,2026-03-28,620640,under_review
900,744,whatsapp,pending,2024-05-22,FALSE,900,2024-07-22,87840,approved
901,399,whatsapp,under_review,2026-05-18,FALSE,901,2026-05-18,0,rejected
902,162,whatsapp,rejected,2024-06-04,TRUE,902,2025-09-29,694080,under_review
903,932,phone,rejected,2026-07-09,TRUE,903,2026-07-09,0,pending
904,789,whatsapp,approved,2025-12-23,TRUE,904,2025-12-23,0,schedule
905,681,email,pending,2026-02-04,TRUE,905,2026-02-04,0,delayed
906,327,phone,rejected,2026-09-12,TRUE,906,2026-09-12,0,approved
907,411,whatsapp,cancelled,2026-06-09,FALSE,907,2026-06-09,0,pending
908,570,whatsapp,cancelled,2025-10-28,FALSE,908,2025-10-28,0,approved
909,829,phone,rejected,2025-12-02,FALSE,909,2025-12-02,0,on_hold
910,820,phone,pending,2024-02-23,TRUE,910,2025-01-04,455040,schedule
911,933,whatsapp,pending,2024-02-06,TRUE,911,2024-07-14,228960,approved
912,537,phone,completed,2024-10-03,FALSE,912,2025-06-30,388800,rejected
913,670,email,approved,2025-03-14,FALSE,913,2026-01-10,434880,rejected
914,302,whatsapp,pending,2026-05-23,FALSE,914,2026-05-23,0,on_hold
915,706,whatsapp,under_review,2026-02-04,TRUE,915,2026-02-04,0,schedule
916,363,whatsapp,cancelled,2024-11-09,TRUE,916,2026-09-12,967680,cancelled
917,244,whatsapp,on_hold,2026-03-03,FALSE,917,2026-03-03,0,rejected
918,221,email,under_review,2025-06-15,TRUE,918,2025-06-15,0,rejected
919,851,email,in_progress,2025-07-10,FALSE,919,2025-07-10,0,pending
920,368,phone,approved,2025-07-11,TRUE,920,2025-07-11,0,rejected
921,549,phone,pending,2026-09-12,FALSE,921,2026-09-12,0,in_progress
922,501,phone,rejected,2024-04-13,TRUE,922,2024-05-03,28800,approved
923,154,email,rejected,2025-03-31,TRUE,923,2025-08-11,191520,in_progress
924,704,email,rejected,2025-04-16,TRUE,924,2026-07-30,676800,delayed
925,339,whatsapp,in_progress,2026-09-12,FALSE,925,2026-09-12,0,approved
926,675,whatsapp,in_progress,2025-04-13,TRUE,926,2025-08-14,177120,approved
927,356,phone,schedule,2025-11-14,FALSE,927,2025-11-14,0,delayed
928,399,email,in_progress,2024-12-05,FALSE,928,2026-01-02,565920,pending
929,597,whatsapp,approved,2024-04-28,TRUE,929,2026-05-06,1062720,approved
930,199,phone,cancelled,2025-07-09,TRUE,930,2026-02-25,332640,approved
931,954,phone,in_progress,2024-01-31,FALSE,931,2025-08-03,792000,schedule
932,660,email,cancelled,2024-05-23,FALSE,932,2026-01-06,853920,on_hold
933,749,whatsapp,approved,2026-03-27,TRUE,933,2026-03-27,0,in_progress
934,781,phone,pending,2025-02-25,FALSE,934,2026-04-06,583200,delayed
935,144,whatsapp,cancelled,2025-05-01,FALSE,935,2025-05-01,0,pending
936,276,whatsapp,on_hold,2024-07-12,FALSE,936,2025-02-16,315360,delayed
937,573,whatsapp,pending,2026-09-12,FALSE,937,2026-09-12,0,under_review
938,796,whatsapp,cancelled,2025-11-04,TRUE,938,2025-11-04,0,under_review
939,144,whatsapp,pending,2025-04-08,TRUE,939,2025-04-08,0,approved
940,406,email,on_hold,2025-10-30,TRUE,940,2025-10-30,0,approved
941,550,whatsapp,approved,2024-11-24,FALSE,941,2026-09-12,946080,pending
942,458,email,schedule,2024-08-08,TRUE,942,2026-05-17,931680,on_hold
943,148,whatsapp,approved,2026-05-28,FALSE,943,2026-05-28,0,approved
944,408,whatsapp,schedule,2026-09-12,TRUE,944,2026-09-12,0,pending
945,994,email,schedule,2024-11-22,TRUE,945,2024-11-22,0,approved
946,288,phone,pending,2025-12-07,TRUE,946,2025-12-07,0,approved
947,992,email,pending,2025-08-20,FALSE,947,2026-01-04,197280,rejected
948,179,whatsapp,on_hold,2026-09-12,TRUE,948,2026-09-12,0,approved
949,861,phone,on_hold,2026-06-10,TRUE,949,2026-06-10,0,on_hold
950,518,whatsapp,pending,2026-09-12,TRUE,950,2026-09-12,0,rejected
951,982,whatsapp,schedule,2026-03-28,TRUE,951,2026-03-28,0,cancelled
952,811,email,rejected,2025-10-14,TRUE,952,2025-12-20,96480,approved
953,932,phone,in_progress,2025-07-19,FALSE,953,2025-07-19,0,cancelled
954,327,email,pending,2025-09-10,FALSE,954,2025-09-10,0,rejected
955,616,email,schedule,2026-04-27,TRUE,955,2026-04-27,0,approved
956,56,whatsapp,in_progress,2024-05-19,TRUE,956,2024-09-29,191520,approved
957,170,whatsapp,completed,2024-03-02,TRUE,957,2026-09-12,1330560,under_review
958,328,phone,on_hold,2026-04-11,TRUE,958,2026-04-11,0,approved
959,462,whatsapp,on_hold,2025-04-30,TRUE,959,2025-04-30,0,approved
960,475,email,in_progress,2025-02-27,TRUE,960,2025-03-22,33120,cancelled
961,657,phone,rejected,2024-10-14,TRUE,961,2025-01-24,146880,rejected
962,927,phone,rejected,2025-02-11,FALSE,962,2025-02-11,0,approved
963,94,whatsapp,pending,2025-10-02,FALSE,963,2025-10-02,0,on_hold
964,552,phone,approved,2026-07-17,FALSE,964,2026-09-12,82080,approved
965,664,phone,pending,2025-06-22,TRUE,965,2026-07-05,544320,delayed
966,159,phone,completed,2026-09-12,TRUE,966,2026-09-12,0,rejected
967,207,phone,on_hold,2025-09-05,FALSE,967,2026-01-11,184320,delayed
968,713,phone,on_hold,2026-05-08,TRUE,968,2026-05-08,0,on_hold
969,145,whatsapp,in_progress,2024-07-07,TRUE,969,2024-07-07,0,schedule
970,869,phone,approved,2026-02-25,TRUE,970,2026-02-25,0,delayed
971,346,whatsapp,cancelled,2024-09-10,FALSE,971,2024-10-28,69120,rejected
972,329,email,rejected,2025-07-26,FALSE,972,2026-05-16,423360,schedule
973,19,whatsapp,under_review,2026-06-01,FALSE,973,2026-08-25,122400,delayed
974,82,whatsapp,in_progress,2025-12-13,FALSE,974,2025-12-13,0,schedule
975,25,whatsapp,pending,2024-05-26,FALSE,975,2025-01-11,331200,rejected
976,326,phone,cancelled,2025-11-30,TRUE,976,2025-11-30,0,approved
977,897,phone,approved,2025-02-03,FALSE,977,2025-02-03,0,rejected
978,139,email,completed,2024-07-30,FALSE,978,2024-07-30,0,delayed
979,601,whatsapp,approved,2024-09-09,TRUE,979,2025-05-18,361440,rejected
980,268,whatsapp,schedule,2024-11-26,TRUE,980,2026-09-12,943200,delayed
981,134,phone,approved,2025-05-14,TRUE,981,2026-03-27,456480,in_progress
982,634,email,pending,2025-02-18,TRUE,982,2025-02-18,0,delayed
983,895,email,on_hold,2026-03-17,FALSE,983,2026-03-17,0,schedule
984,758,phone,rejected,2026-05-01,TRUE,984,2026-09-12,192960,schedule
985,249,phone,approved,2026-02-27,FALSE,985,2026-06-01,135360,delayed
986,48,whatsapp,under_review,2026-05-19,TRUE,986,2026-05-19,0,delayed
987,219,email,on_hold,2024-05-23,TRUE,987,2025-02-12,381600,schedule
988,387,phone,pending,2025-03-17,FALSE,988,2025-03-17,0,in_progress
989,565,email,completed,2025-05-06,TRUE,989,2026-08-04,655200,schedule
990,139,whatsapp,cancelled,2026-01-13,TRUE,990,2026-01-13,0,schedule
991,377,whatsapp,under_review,2025-01-17,FALSE,991,2025-01-17,0,approved
992,514,whatsapp,rejected,2025-04-15,TRUE,992,2026-09-12,741600,cancelled
993,382,whatsapp,pending,2024-01-29,FALSE,993,2024-08-07,275040,approved
994,757,email,cancelled,2025-04-22,TRUE,994,2025-04-22,0,in_progress
995,482,email,pending,2025-02-03,FALSE,995,2026-09-12,843840,under_review
996,472,email,pending,2024-06-09,FALSE,996,2024-06-09,0,on_hold
997,159,email,in_progress,2026-09-12,FALSE,997,2026-09-12,0,on_hold
998,342,email,rejected,2026-01-04,FALSE,998,2026-01-04,0,under_review
999,591,email,pending,2024-10-04,TRUE,999,2024-10-04,0,cancelled
1000,728,email,pending,2024-05-06,FALSE,1000,2024-05-06,0,approved
