invoice_id,client_id,matter_id,invoice_type,issued_at,due_date,amount,status
799,61,57,process_fee,2026-09-12,2026-09-12,139254.73,failed
800,342,322,court_filing_fee,2023-11-17,2024-09-04,24694.11,failed
801,824,344,translation_service,2026-09-12,2026-09-12,24126.14,not_processed
802,983,221,process_fee,2021-03-03,2023-06-27,74361.41,not_processed
803,41,29,other_service,2026-03-18,2026-03-18,15404.29,unpaid
804,975,152,consultation_fee,2024-01-11,2024-01-11,46156.45,not_processed
805,41,490,document_preparation,2025-09-24,2025-09-24,236051.67,unpaid
806,957,729,court_filing_fee,2019-03-07,2023-01-21,114752.42,failed
807,154,28,translation_service,2018-07-08,2018-07-08,49031.3,failed
808,196,938,process_fee,2019-06-28,2020-03-31,19987.71,failed
809,801,5,consultation_fee,2023-06-11,2023-06-11,71552.25,unpaid
810,694,741,process_fee,2025-09-01,2025-09-01,173045,failed
811,966,434,translation_service,2021-01-29,2024-01-09,28764.95,failed
812,798,656,document_preparation,2021-02-21,2022-05-28,154898.65,unpaid
813,988,683,urgent_service,2024-01-12,2026-12-04,48391.72,paid
814,546,937,other_service,2020-02-03,2026-09-13,242436.29,failed
815,417,482,document_preparation,2025-02-15,2025-02-15,101127.72,unpaid
816,142,645,translation_service,2026-04-07,2026-04-07,1684.37,paid
817,502,881,document_preparation,2026-04-04,2026-04-04,113959.38,failed
818,413,225,court_filing_fee,2022-08-18,2022-10-23,203349.7,failed
819,142,536,urgent_service,2022-02-23,2022-06-17,242654.31,unpaid
820,334,970,urgent_service,2026-09-12,2026-11-10,143025.76,not_processed
821,846,38,process_fee,2021-12-12,2022-10-06,103857.57,not_processed
822,964,644,other_service,2018-12-28,2025-11-22,62970.06,unpaid
823,182,78,process_fee,2020-01-15,2024-05-31,81866.41,failed
824,966,227,document_preparation,2018-01-20,2018-02-10,189754.53,unpaid
825,212,320,translation_service,2026-09-12,2026-09-12,88423.71,failed
826,993,995,process_fee,2019-03-28,2019-03-28,43693.53,failed
827,745,209,court_filing_fee,2022-06-06,2025-01-16,44164.6,failed
828,291,860,consultation_fee,2020-12-17,2021-12-02,78946.59,failed
829,369,465,consultation_fee,2019-01-28,2025-12-01,114293.4,not_processed
830,983,343,document_preparation,2018-12-16,2024-01-06,31422.48,unpaid
831,413,416,process_fee,2023-03-07,2026-02-10,232581.48,unpaid
832,616,750,urgent_service,2025-04-18,2025-04-18,91834.59,not_processed
833,524,197,court_filing_fee,2021-04-09,2021-04-09,172545.94,failed
834,41,490,consultation_fee,2020-03-06,2026-07-24,79627.55,unpaid
835,801,334,consultation_fee,2018-01-18,2025-04-16,207550.52,unpaid
836,749,52,translation_service,2019-02-16,2025-06-22,209540.51,not_processed
837,666,498,document_preparation,2021-02-05,2026-07-25,55914.59,failed
838,161,258,consultation_fee,2026-08-22,2026-08-22,167364.59,paid
839,212,525,document_preparation,2018-08-11,2025-04-30,229366.16,failed
840,145,335,document_preparation,2018-04-11,2023-07-17,90147.19,unpaid
841,478,275,court_filing_fee,2024-01-27,2024-01-27,7385.99,unpaid
842,431,393,other_service,2018-01-18,2018-07-03,243565.62,failed
843,879,15,document_preparation,2018-06-03,2024-01-28,183242.2,paid
844,56,167,process_fee,2023-11-26,2026-11-10,180081.61,unpaid
845,927,125,consultation_fee,2022-08-09,2022-08-09,147437.07,unpaid
846,248,323,document_preparation,2022-09-16,2022-09-16,182777.99,unpaid
847,472,734,translation_service,2022-07-15,2022-07-30,207622.17,failed
848,499,616,other_service,2026-04-13,2026-04-13,204524.02,unpaid
849,128,166,process_fee,2026-06-30,2026-06-30,249132.09,failed
850,218,214,urgent_service,2023-02-13,2023-02-13,25330.09,unpaid
851,19,470,other_service,2018-07-18,2024-07-12,152936.26,paid
852,605,457,other_service,2022-02-08,2025-08-05,146538.29,not_processed
853,161,226,consultation_fee,2020-04-04,2020-04-04,35914.26,failed
854,97,635,urgent_service,2026-09-12,2026-09-12,165990.5,not_processed
855,28,514,translation_service,2024-11-27,2024-11-27,155720.1,failed
856,454,280,process_fee,2025-03-27,2026-09-28,185369.04,unpaid
857,129,48,document_preparation,2020-02-04,2020-02-04,23943.14,paid
858,28,732,court_filing_fee,2019-03-23,2020-04-01,12620.17,unpaid
859,326,978,document_preparation,2019-10-19,2021-11-28,55274.67,failed
860,132,567,consultation_fee,2023-01-22,2023-01-22,214137.39,paid
861,660,330,other_service,2019-07-07,2024-05-07,110926.02,failed
862,554,422,court_filing_fee,2020-07-13,2024-11-27,168344.42,paid
863,153,111,translation_service,2018-09-15,2018-09-15,18202.1,not_processed
864,413,467,process_fee,2018-07-07,2019-04-02,30345.42,unpaid
865,707,767,urgent_service,2025-12-12,2025-12-12,133281.27,not_processed
866,254,464,translation_service,2024-04-15,2024-04-15,179452.64,unpaid
867,213,861,document_preparation,2025-02-13,2025-06-22,47286.13,not_processed
868,384,751,urgent_service,2021-05-26,2023-06-11,168454.91,unpaid
869,746,405,document_preparation,2018-05-15,2018-07-20,64901.34,unpaid
870,854,435,other_service,2022-11-16,2024-08-18,167875.11,not_processed
871,381,957,process_fee,2023-05-29,2023-05-29,71368.5,not_processed
872,487,703,urgent_service,2024-11-26,2024-11-26,76129.34,unpaid
873,151,912,translation_service,2018-05-17,2024-03-01,247828.63,paid
874,920,781,other_service,2021-09-16,2021-09-16,138922.38,not_processed
875,248,323,document_preparation,2026-09-12,2026-09-12,46828.34,paid
876,431,608,process_fee,2018-10-13,2024-01-08,178457.42,failed
877,417,307,document_preparation,2021-12-09,2021-12-09,139282.36,not_processed
878,346,708,document_preparation,2018-12-27,2020-09-10,76329.11,not_processed
879,128,166,document_preparation,2020-04-19,2025-05-18,11854.84,unpaid
880,972,800,process_fee,2019-05-08,2019-06-29,63270.79,unpaid
881,324,31,translation_service,2018-03-27,2023-06-30,49947.18,failed
882,111,474,document_preparation,2024-01-10,2024-01-10,97994.21,not_processed
883,943,879,other_service,2026-08-25,2026-08-25,191189.48,not_processed
884,180,456,document_preparation,2026-09-12,2026-09-12,3285.56,unpaid
885,429,785,urgent_service,2021-04-29,2021-04-29,178030.13,paid
886,751,694,other_service,2024-11-28,2024-11-28,153468.65,not_processed
887,340,955,urgent_service,2020-10-31,2022-03-13,240576.03,paid
888,20,828,document_preparation,2023-01-25,2023-01-25,68610.59,unpaid
889,102,896,translation_service,2023-12-15,2025-03-25,124278.18,failed
890,802,242,other_service,2022-06-21,2022-06-21,188847.6,failed
891,666,707,process_fee,2019-01-17,2019-09-24,7179.17,failed
892,897,823,document_preparation,2023-03-12,2023-03-12,9303.02,failed
893,972,692,court_filing_fee,2019-06-09,2021-04-08,19083.16,not_processed
894,152,300,other_service,2021-04-25,2022-05-28,118240.4,failed
895,927,448,consultation_fee,2022-04-27,2022-04-27,244756.18,failed
896,524,562,consultation_fee,2024-08-29,2024-09-17,221643.29,unpaid
897,235,376,other_service,2024-10-25,2024-10-25,155110.5,failed
898,210,130,court_filing_fee,2026-08-20,2026-08-20,239910.49,failed
899,295,916,translation_service,2018-08-08,2023-12-08,128054.75,paid
900,657,121,document_preparation,2021-07-11,2021-07-11,18004.78,unpaid
901,660,330,urgent_service,2020-07-26,2020-07-26,64552.13,unpaid
902,153,710,consultation_fee,2025-08-22,2025-08-22,191145.01,failed
903,826,265,translation_service,2026-09-12,2026-09-12,98881.57,paid
904,53,696,translation_service,2024-05-05,2026-01-21,162500.76,unpaid
905,251,74,urgent_service,2022-05-04,2022-07-20,113970.55,not_processed
906,660,471,urgent_service,2018-01-18,2020-12-06,173356.56,paid
907,453,352,document_preparation,2024-02-13,2026-03-01,23554.69,paid
908,502,16,consultation_fee,2021-11-10,2026-08-04,57327.64,paid
909,76,156,translation_service,2023-12-21,2023-12-21,175097.57,failed
910,26,62,translation_service,2022-01-03,2022-07-31,217362.54,not_processed
911,454,454,consultation_fee,2024-08-07,2024-08-07,12862.33,not_processed
912,369,766,other_service,2020-09-09,2024-03-31,241413.57,paid
913,519,484,consultation_fee,2021-04-07,2023-10-19,41576.68,unpaid
914,899,228,process_fee,2024-08-30,2026-02-16,10522.03,paid
915,121,71,translation_service,2026-01-09,2026-01-09,78918.13,unpaid
916,433,65,court_filing_fee,2025-08-30,2025-08-30,173158.04,paid
917,161,226,urgent_service,2024-08-13,2024-08-13,72197.87,paid
918,154,272,urgent_service,2023-10-10,2023-10-10,134893.97,not_processed
919,724,276,other_service,2020-11-16,2022-05-09,102669.93,unpaid
920,61,726,translation_service,2026-03-20,2026-03-20,132194.79,unpaid
921,993,774,court_filing_fee,2021-06-03,2023-05-01,83931.41,not_processed
922,971,404,document_preparation,2019-07-17,2021-07-14,89195.21,unpaid
923,818,613,consultation_fee,2023-02-04,2023-11-18,30974.78,not_processed
924,854,435,other_service,2024-12-26,2024-12-26,68671.95,not_processed
925,374,618,other_service,2022-12-12,2026-08-22,141599.64,not_processed
926,482,248,process_fee,2026-04-08,2026-04-08,92474.42,unpaid
927,145,439,translation_service,2019-04-29,2024-03-21,61546.88,paid
928,83,385,urgent_service,2023-06-05,2025-03-23,236172.75,paid
929,293,901,translation_service,2024-12-13,2026-04-05,73254.77,not_processed
930,145,335,urgent_service,2021-05-18,2023-05-29,6917.44,failed
931,801,475,translation_service,2019-09-07,2024-10-11,104672.76,unpaid
932,326,599,process_fee,2021-11-20,2024-09-28,140874.71,not_processed
933,26,573,urgent_service,2021-07-05,2021-09-12,80363.54,unpaid
934,964,936,document_preparation,2025-07-19,2025-07-19,74104.1,not_processed
935,502,881,translation_service,2025-06-07,2025-06-07,103602.31,unpaid
936,546,601,urgent_service,2022-01-13,2025-07-29,9147.18,unpaid
937,627,86,translation_service,2026-06-27,2026-06-27,180671.43,unpaid
938,42,424,translation_service,2018-07-23,2026-08-17,3831.8,failed
939,321,409,consultation_fee,2019-06-10,2022-08-18,229150.85,unpaid
940,339,527,process_fee,2025-06-09,2025-06-16,193016.21,unpaid
941,492,45,document_preparation,2024-03-08,2024-03-08,154657.01,not_processed
942,657,598,translation_service,2021-09-27,2026-04-19,147609.56,unpaid
943,506,109,consultation_fee,2018-12-23,2025-12-13,123709.95,failed
944,145,439,consultation_fee,2023-08-16,2023-08-16,153490.67,not_processed
945,185,625,process_fee,2023-04-25,2024-06-24,30951.06,paid
946,162,431,urgent_service,2026-09-10,2026-09-10,160234.54,paid
947,365,191,translation_service,2022-03-06,2025-01-01,233266.89,not_processed
948,502,177,urgent_service,2021-03-31,2025-10-30,190313.44,not_processed
949,802,461,consultation_fee,2025-05-15,2025-05-15,18002.25,paid
950,429,345,translation_service,2021-10-04,2023-03-26,23029.71,unpaid
951,887,989,translation_service,2020-01-31,2021-12-18,124140.02,failed
952,478,275,document_preparation,2026-09-11,2026-09-11,130579.03,not_processed
953,170,418,court_filing_fee,2023-06-10,2023-06-10,86849.6,paid
954,772,131,consultation_fee,2026-09-12,2026-09-12,161418.2,paid
955,321,568,consultation_fee,2022-01-25,2022-01-25,196808.87,failed
956,427,859,process_fee,2025-12-02,2025-12-02,116354.39,failed
957,772,851,court_filing_fee,2022-03-06,2026-10-08,152961.42,not_processed
958,849,506,other_service,2022-07-29,2022-07-29,55852.42,failed
959,745,209,translation_service,2018-05-19,2020-04-22,200540.25,not_processed
960,334,990,document_preparation,2019-08-03,2023-06-01,95271,failed
961,576,444,consultation_fee,2025-07-21,2025-07-21,15879.59,unpaid
962,132,293,consultation_fee,2022-11-27,2026-06-18,33389.21,not_processed
963,76,888,document_preparation,2021-12-11,2022-09-08,210963.45,paid
964,445,26,court_filing_fee,2018-12-10,2022-08-28,242369.79,failed
965,76,156,document_preparation,2024-01-14,2024-01-14,22303.89,not_processed
966,139,497,translation_service,2019-04-04,2024-08-10,83554.81,unpaid
967,56,167,other_service,2023-09-03,2023-09-03,155065.27,not_processed
968,757,895,consultation_fee,2020-03-12,2020-03-12,18522.01,unpaid
969,433,731,process_fee,2019-01-19,2023-05-30,72937.97,unpaid
970,824,321,other_service,2024-09-23,2026-07-10,16176.9,paid
971,402,900,urgent_service,2026-03-30,2026-03-30,206772.88,not_processed
972,415,351,consultation_fee,2023-05-21,2023-05-21,66872.66,not_processed
973,964,644,consultation_fee,2025-06-27,2025-06-27,177623.54,failed
974,456,508,translation_service,2024-03-06,2024-03-06,151601.22,paid
975,288,371,process_fee,2019-11-15,2020-11-23,200853.17,failed
976,134,438,process_fee,2026-06-01,2026-06-01,87337.8,failed
977,182,78,other_service,2021-06-15,2022-07-08,50272.6,paid
978,605,437,urgent_service,2020-07-27,2022-08-20,237337.25,paid
979,146,960,court_filing_fee,2023-04-03,2023-04-03,222205.04,not_processed
980,161,226,translation_service,2021-08-18,2025-11-05,18247.82,failed
981,541,118,translation_service,2026-01-10,2026-01-10,199711.63,not_processed
982,131,253,translation_service,2026-09-12,2026-09-12,189785.04,not_processed
983,825,302,urgent_service,2023-07-10,2023-07-10,245696.2,failed
984,547,372,court_filing_fee,2024-08-03,2024-12-31,58384.56,paid
985,541,118,translation_service,2020-07-06,2024-01-20,33286.6,paid
986,426,98,process_fee,2024-05-17,2024-05-17,69252.76,not_processed
987,509,501,consultation_fee,2025-03-12,2025-03-12,108377.23,failed
988,828,543,consultation_fee,2019-12-15,2021-05-02,242412.77,unpaid
989,941,176,other_service,2025-02-22,2025-02-22,116127.65,paid
990,145,335,translation_service,2021-09-19,2025-06-21,118847.23,unpaid
991,957,729,document_preparation,2020-12-20,2024-05-04,157352.08,not_processed
992,971,89,document_preparation,2019-09-26,2019-09-26,77417.27,not_processed
993,92,59,court_filing_fee,2022-10-09,2022-10-09,40365.68,not_processed
994,622,664,document_preparation,2024-07-11,2026-08-12,77246.09,unpaid
995,657,717,court_filing_fee,2024-07-17,2024-07-17,186858.54,unpaid
996,800,820,consultation_fee,2026-08-11,2026-08-11,38376.07,unpaid
997,649,377,urgent_service,2021-01-02,2025-11-16,187176.21,unpaid
998,32,452,translation_service,2019-11-03,2024-02-14,68346.06,not_processed
999,669,4,process_fee,2022-09-26,2025-04-28,53155.45,not_processed
1000,449,684,other_service,2026-08-07,2026-08-07,245479.32,failed
