matter_id,client_id,consultation_id,matter_type,origin_channel,opened_at,current_stage,responsible_lawyer_id,total_fee_agreed,contract_signed,power_of_attorney_signed,documents_complete,closed_at,outcome
500,927,414,real_estate,whatsapp,2020-11-04,under_review,500,211.81,FALSE,FALSE,FALSE,,in_progress
501,509,910,contract_review,whatsapp,2022-12-27,closed,501,3800.3,FALSE,FALSE,TRUE,2022-12-27,completed
502,414,500,commercial,whatsapp,2023-12-10,closed,502,784.87,TRUE,FALSE,FALSE,2025-02-19,cancelled
503,903,357,family,whatsapp,2021-08-09,pending,503,2632.83,FALSE,TRUE,FALSE,,accepted
504,519,584,real_estate,email,2015-05-11,closed,504,2673.62,TRUE,FALSE,TRUE,2025-07-17,client_withdrawal
505,451,383,immigration,email,2018-11-26,closed,505,3833.48,TRUE,FALSE,FALSE,2023-05-22,cancelled
506,849,221,consultation,whatsapp,2026-09-12,closed,506,901.93,FALSE,FALSE,FALSE,2026-09-12,completed
507,312,702,criminal,email,2025-05-10,closed,507,1980.6,FALSE,FALSE,TRUE,2026-09-12,office_declined
508,456,92,family,whatsapp,2016-10-21,in_process,508,2039.53,TRUE,FALSE,FALSE,,accepted
509,475,785,civil,phone,2017-04-25,under_investigation,509,1717.94,FALSE,TRUE,FALSE,,accepted
510,883,797,criminal,phone,2026-09-12,closed,510,3588.44,TRUE,FALSE,FALSE,2026-09-12,resolved
511,427,88,consultation,whatsapp,2018-02-22,closed,511,4318.32,TRUE,FALSE,FALSE,2018-10-05,client_withdrawal
512,251,676,immigration,whatsapp,2025-03-26,awaiting_response,512,389.81,TRUE,TRUE,FALSE,,ongoing
513,753,175,civil,phone,2018-05-11,under_review,513,3865.04,TRUE,TRUE,FALSE,,ongoing
514,28,43,administrative,whatsapp,2023-03-15,closed,514,2180.19,TRUE,TRUE,TRUE,2023-03-15,cancelled
515,773,555,civil,whatsapp,2018-07-13,closed,515,1728.33,TRUE,TRUE,TRUE,2018-07-22,completed
516,753,175,immigration,phone,2019-07-26,closed,516,498.47,FALSE,FALSE,FALSE,2023-03-09,resolved
517,384,173,civil,whatsapp,2016-07-04,pending,517,4108.38,FALSE,TRUE,TRUE,,ongoing
518,693,476,family,phone,2017-07-31,closed,518,2047.54,TRUE,TRUE,FALSE,2026-09-12,completed
519,485,889,administrative,whatsapp,2021-10-19,closed,519,2810.7,FALSE,TRUE,FALSE,2026-09-12,cancelled
520,329,509,administrative,email,2026-09-09,closed,520,2000.65,TRUE,TRUE,TRUE,2026-09-09,lost_case
521,916,747,administrative,whatsapp,2026-09-12,closed,521,1031.24,FALSE,FALSE,FALSE,2026-09-12,resolved
522,471,532,civil,whatsapp,2025-03-15,closed,522,2101.64,TRUE,TRUE,TRUE,2025-03-15,settled
523,707,978,labor,whatsapp,2026-09-12,closed,523,1597.95,TRUE,TRUE,TRUE,2026-09-12,client_withdrawal
524,673,339,criminal,whatsapp,2026-09-12,closed,524,3713.97,FALSE,FALSE,FALSE,2026-09-12,cancelled
525,212,491,administrative,phone,2026-09-12,rejected,525,3328.5,TRUE,FALSE,FALSE,,in_progress
526,413,880,labor,phone,2024-11-09,closed,526,4316.64,TRUE,TRUE,FALSE,2024-11-09,settled
527,339,975,commercial,email,2020-06-30,closed,527,1928.07,TRUE,FALSE,FALSE,2020-06-30,cancelled
528,334,804,consultation,email,2026-09-12,under_review,528,539.3,FALSE,TRUE,TRUE,,in_progress
529,190,843,commercial,whatsapp,2018-04-22,closed,529,549.38,FALSE,FALSE,TRUE,2022-09-16,office_declined
530,155,714,civil,email,2019-06-25,closed,530,2850.89,TRUE,TRUE,TRUE,2025-06-08,resolved
531,82,348,administrative,whatsapp,2026-01-25,closed,531,2359.77,FALSE,TRUE,TRUE,2026-09-12,resolved
532,832,482,administrative,phone,2024-03-02,closed,532,588.46,FALSE,FALSE,FALSE,2024-03-02,completed
533,519,584,immigration,email,2023-03-29,closed,533,3019.02,FALSE,FALSE,TRUE,2023-03-29,resolved
534,236,3,family,whatsapp,2015-02-18,closed,534,4755.96,TRUE,FALSE,FALSE,2015-08-08,completed
535,772,681,contract_review,whatsapp,2026-09-12,closed,535,660,TRUE,TRUE,TRUE,2026-09-12,completed
536,142,860,commercial,phone,2024-10-27,under_investigation,536,1473.87,FALSE,FALSE,FALSE,,accepted
537,772,85,contract_review,email,2026-09-12,closed,537,3183.62,FALSE,TRUE,TRUE,2026-09-12,completed
538,132,341,administrative,email,2026-06-15,closed,538,4083.64,TRUE,FALSE,TRUE,2026-09-12,resolved
539,993,537,real_estate,phone,2018-01-22,closed,539,2666.43,TRUE,FALSE,FALSE,2018-05-06,settled
540,121,488,criminal,email,2018-05-31,closed,540,4838.63,FALSE,FALSE,FALSE,2025-12-19,cancelled
541,911,345,civil,phone,2021-04-02,pending,541,3836.94,FALSE,TRUE,TRUE,,ongoing
542,475,785,real_estate,email,2017-08-27,closed,542,2384.72,TRUE,FALSE,TRUE,2022-05-08,lost_case
543,828,761,labor,whatsapp,2024-03-06,closed,543,283.6,FALSE,FALSE,TRUE,2024-03-06,office_declined
544,519,94,civil,whatsapp,2020-12-16,closed,544,913.99,FALSE,FALSE,FALSE,2020-12-16,client_withdrawal
545,462,456,contract_review,phone,2016-01-18,closed,545,2406.51,FALSE,TRUE,FALSE,2024-05-14,lost_case
546,48,254,labor,whatsapp,2026-09-12,closed,546,2671.44,TRUE,TRUE,FALSE,2026-09-12,settled
547,144,33,civil,phone,2021-05-06,closed,547,1068.99,TRUE,TRUE,FALSE,2026-09-12,completed
548,145,809,commercial,whatsapp,2026-09-12,in_process,548,1705.6,TRUE,FALSE,TRUE,,ongoing
549,842,749,contract_review,email,2026-01-05,under_investigation,549,3059.89,FALSE,FALSE,TRUE,,ongoing
550,966,186,commercial,email,2026-09-12,closed,550,376.41,TRUE,FALSE,TRUE,2026-09-12,cancelled
551,954,418,consultation,whatsapp,2021-06-30,under_review,551,3422.15,TRUE,TRUE,TRUE,,in_progress
552,466,79,commercial,whatsapp,2016-12-17,closed,552,411.23,TRUE,TRUE,FALSE,2026-03-25,lost_case
553,313,259,labor,email,2020-09-08,closed,553,958.75,FALSE,FALSE,FALSE,2020-09-08,client_withdrawal
554,605,877,immigration,email,2015-09-21,closed,554,3943.17,TRUE,FALSE,FALSE,2021-04-16,settled
555,212,838,immigration,whatsapp,2024-06-16,closed,555,550.15,TRUE,TRUE,FALSE,2026-09-12,lost_case
556,846,634,administrative,whatsapp,2026-09-12,closed,556,4235.49,FALSE,FALSE,FALSE,2026-09-12,cancelled
557,657,911,real_estate,whatsapp,2018-07-28,closed,557,1079.1,FALSE,FALSE,TRUE,2026-09-12,completed
558,134,18,contract_review,whatsapp,2026-09-12,approved,558,4688.29,FALSE,TRUE,TRUE,,ongoing
559,975,387,civil,email,2025-01-20,closed,559,266.87,TRUE,FALSE,FALSE,2026-09-12,completed
560,235,474,immigration,phone,2026-09-12,pending,560,3664.88,TRUE,TRUE,FALSE,,accepted
561,514,641,immigration,whatsapp,2018-10-20,in_process,561,214.44,FALSE,FALSE,TRUE,,accepted
562,524,487,immigration,whatsapp,2026-09-12,in_process,562,874.15,FALSE,TRUE,TRUE,,ongoing
563,487,241,civil,phone,2016-07-30,closed,563,4931.79,TRUE,FALSE,TRUE,2025-09-29,lost_case
564,129,288,civil,email,2026-09-12,closed,564,871.59,FALSE,FALSE,FALSE,2026-09-12,office_declined
565,53,328,real_estate,email,2018-07-21,under_review,565,3972.1,FALSE,FALSE,FALSE,,in_progress
566,703,783,commercial,email,2026-09-12,closed,566,3087.56,FALSE,TRUE,TRUE,2026-09-12,resolved
567,132,341,commercial,phone,2023-12-12,closed,567,2961.25,TRUE,TRUE,FALSE,2023-12-12,settled
568,321,700,labor,email,2018-09-11,closed,568,622.47,FALSE,FALSE,TRUE,2026-09-12,client_withdrawal
569,758,89,administrative,email,2021-11-12,closed,569,4458.3,FALSE,FALSE,TRUE,2026-09-12,lost_case
570,664,970,real_estate,phone,2021-01-17,closed,570,3661.43,TRUE,FALSE,FALSE,2026-09-12,lost_case
571,334,267,real_estate,phone,2019-05-10,closed,571,1094.01,FALSE,TRUE,FALSE,2021-09-13,completed
572,741,284,consultation,phone,2026-09-12,closed,572,3037.02,FALSE,TRUE,FALSE,2026-09-12,resolved
573,26,371,real_estate,phone,2025-03-11,under_review,573,2329.82,FALSE,FALSE,FALSE,,ongoing
574,992,178,consultation,whatsapp,2021-05-20,closed,574,4022.82,FALSE,TRUE,FALSE,2024-04-27,office_declined
575,322,784,consultation,phone,2025-06-13,in_process,575,3264.1,TRUE,TRUE,TRUE,,ongoing
576,102,184,contract_review,email,2018-10-17,in_process,576,2354.46,TRUE,TRUE,TRUE,,accepted
577,972,469,civil,phone,2018-05-24,closed,577,2659.7,TRUE,TRUE,FALSE,2018-05-24,lost_case
578,19,71,labor,whatsapp,2018-06-24,closed,578,3258.85,TRUE,TRUE,FALSE,2018-06-24,client_withdrawal
579,363,386,criminal,whatsapp,2025-05-31,closed,579,959.18,TRUE,TRUE,TRUE,2025-05-31,resolved
580,312,569,family,whatsapp,2019-07-03,delayed,580,1896.22,TRUE,TRUE,FALSE,,ongoing
581,16,374,administrative,whatsapp,2020-07-02,closed,581,2816.11,FALSE,TRUE,TRUE,2020-07-02,completed
582,787,737,contract_review,whatsapp,2024-02-29,closed,582,599.9,TRUE,TRUE,FALSE,2024-02-29,settled
583,972,868,commercial,whatsapp,2015-02-16,closed,583,2167.32,TRUE,FALSE,FALSE,2026-05-29,resolved
584,61,132,labor,whatsapp,2023-06-15,under_review,584,1110.22,FALSE,FALSE,FALSE,,ongoing
585,576,508,immigration,phone,2023-10-09,closed,585,2019.9,TRUE,FALSE,FALSE,2024-08-10,completed
586,802,726,family,whatsapp,2015-01-25,in_process,586,2071.6,TRUE,TRUE,FALSE,,in_progress
587,597,201,administrative,phone,2026-09-12,pending,587,4355.4,FALSE,FALSE,FALSE,,accepted
588,920,337,consultation,whatsapp,2021-01-24,closed,588,1946.97,FALSE,TRUE,TRUE,2021-01-24,office_declined
589,96,660,criminal,email,2025-03-14,closed,589,735.45,FALSE,TRUE,FALSE,2025-03-14,client_withdrawal
590,694,905,administrative,phone,2019-01-13,closed,590,1252.83,TRUE,TRUE,TRUE,2020-03-30,completed
591,145,772,family,whatsapp,2022-02-09,delayed,591,280.96,FALSE,TRUE,TRUE,,ongoing
592,449,790,administrative,whatsapp,2022-08-26,closed,592,2965.4,TRUE,TRUE,TRUE,2022-08-26,completed
593,501,827,commercial,phone,2026-09-12,closed,593,1480.86,FALSE,TRUE,FALSE,2026-09-12,resolved
594,666,286,civil,email,2026-09-12,closed,594,2569.16,TRUE,TRUE,FALSE,2026-09-12,lost_case
595,111,427,real_estate,whatsapp,2026-09-12,closed,595,2254.5,TRUE,TRUE,FALSE,2026-09-12,office_declined
596,42,973,labor,phone,2019-06-20,closed,596,1631.03,TRUE,TRUE,TRUE,2024-09-19,settled
597,235,530,consultation,phone,2015-05-14,pending,597,1229.81,FALSE,TRUE,TRUE,,accepted
598,657,724,criminal,whatsapp,2018-04-09,closed,598,1685.12,TRUE,FALSE,FALSE,2021-03-27,lost_case
599,326,617,consultation,email,2019-05-29,closed,599,1031.34,FALSE,TRUE,TRUE,2019-05-29,resolved
600,689,602,immigration,phone,2026-08-20,closed,600,4957.3,TRUE,TRUE,FALSE,2026-09-12,client_withdrawal
601,546,992,labor,phone,2026-09-12,closed,601,4866.02,FALSE,FALSE,FALSE,2026-09-12,lost_case
602,987,619,labor,phone,2026-06-06,delayed,602,4406.06,FALSE,TRUE,FALSE,,ongoing
603,828,586,real_estate,whatsapp,2023-08-18,closed,603,1038.48,FALSE,TRUE,FALSE,2023-08-18,office_declined
604,887,622,civil,whatsapp,2015-07-06,closed,604,4240.73,TRUE,TRUE,FALSE,2026-09-12,client_withdrawal
605,524,487,consultation,whatsapp,2026-09-12,closed,605,1585.04,FALSE,FALSE,FALSE,2026-09-12,settled
606,801,751,civil,email,2026-09-12,closed,606,570.06,FALSE,FALSE,TRUE,2026-09-12,settled
607,149,825,commercial,email,2026-09-12,closed,607,556.58,TRUE,TRUE,FALSE,2026-09-12,settled
608,431,603,civil,whatsapp,2026-09-12,closed,608,3362.86,FALSE,TRUE,TRUE,2026-09-12,completed
609,406,40,civil,email,2023-12-09,closed,609,4986.5,TRUE,FALSE,TRUE,2023-12-09,office_declined
610,306,234,contract_review,phone,2018-05-17,under_review,610,3172.41,TRUE,FALSE,FALSE,,accepted
611,90,769,contract_review,whatsapp,2024-06-05,under_review,611,4991.46,FALSE,FALSE,TRUE,,in_progress
612,544,513,contract_review,email,2022-09-16,closed,612,4191.28,TRUE,FALSE,FALSE,2026-09-12,resolved
613,818,540,civil,whatsapp,2017-11-24,closed,613,1243.45,TRUE,TRUE,FALSE,2026-09-12,resolved
614,218,511,immigration,whatsapp,2019-09-01,closed,614,3086.53,FALSE,TRUE,TRUE,2019-09-01,completed
615,76,376,contract_review,whatsapp,2018-06-25,closed,615,3908.16,FALSE,TRUE,FALSE,2024-10-13,settled
616,499,149,civil,phone,2019-05-01,in_process,616,4488.91,TRUE,FALSE,TRUE,,accepted
617,66,159,contract_review,whatsapp,2026-09-12,closed,617,3627.52,FALSE,FALSE,FALSE,2026-09-12,lost_case
618,374,735,family,whatsapp,2026-09-12,awaiting_response,618,3101.9,TRUE,TRUE,TRUE,,accepted
619,154,590,criminal,whatsapp,2026-09-12,closed,619,3083.38,TRUE,FALSE,FALSE,2026-09-12,client_withdrawal
620,178,224,contract_review,whatsapp,2026-09-12,closed,620,3803.91,TRUE,TRUE,FALSE,2026-09-12,resolved
621,363,386,labor,whatsapp,2019-06-14,closed,621,4907.88,FALSE,TRUE,FALSE,2024-06-07,cancelled
622,475,691,labor,whatsapp,2015-02-21,closed,622,4470.17,TRUE,TRUE,FALSE,2026-09-12,office_declined
623,426,246,consultation,phone,2026-09-12,in_process,623,1907.86,TRUE,TRUE,FALSE,,ongoing
624,738,384,labor,whatsapp,2024-05-06,pending,624,2870.3,TRUE,FALSE,TRUE,,in_progress
625,185,108,labor,email,2020-12-31,closed,625,2784.96,TRUE,FALSE,FALSE,2026-09-12,settled
626,275,426,administrative,whatsapp,2026-02-27,approved,626,3464.94,TRUE,FALSE,FALSE,,accepted
627,820,494,real_estate,phone,2022-09-16,closed,627,4730.57,FALSE,TRUE,FALSE,2022-09-16,lost_case
628,128,671,consultation,email,2017-01-12,approved,628,264.58,FALSE,FALSE,FALSE,,ongoing
629,660,756,real_estate,whatsapp,2015-09-01,delayed,629,4981.9,FALSE,FALSE,TRUE,,ongoing
630,742,912,contract_review,whatsapp,2024-11-20,closed,630,1892.65,TRUE,TRUE,TRUE,2026-09-12,cancelled
631,454,788,administrative,whatsapp,2015-04-20,closed,631,3280.45,TRUE,FALSE,FALSE,2026-09-12,client_withdrawal
632,305,263,contract_review,phone,2016-05-16,closed,632,3880.4,TRUE,FALSE,FALSE,2022-02-28,client_withdrawal
633,334,538,immigration,whatsapp,2026-05-25,closed,633,363.1,FALSE,TRUE,TRUE,2026-05-25,office_declined
634,998,531,civil,email,2018-11-22,closed,634,3327.81,FALSE,TRUE,FALSE,2026-09-12,client_withdrawal
635,97,168,real_estate,whatsapp,2026-09-12,closed,635,4816.33,FALSE,FALSE,FALSE,2026-09-12,resolved
636,35,675,family,whatsapp,2021-10-01,under_review,636,1981.98,TRUE,FALSE,FALSE,,accepted
637,152,208,commercial,whatsapp,2015-09-08,closed,637,2988.85,TRUE,TRUE,FALSE,2015-10-12,office_declined
638,76,278,commercial,email,2024-09-07,closed,638,3844.51,TRUE,TRUE,TRUE,2024-09-07,office_declined
639,365,171,contract_review,whatsapp,2026-09-12,closed,639,3096.72,TRUE,TRUE,FALSE,2026-09-12,lost_case
640,267,678,consultation,phone,2026-09-12,delayed,640,996.75,FALSE,FALSE,FALSE,,in_progress
641,145,719,commercial,whatsapp,2026-04-29,closed,641,1824.24,TRUE,TRUE,TRUE,2026-04-29,lost_case
642,145,704,criminal,email,2026-09-12,in_process,642,1905.76,TRUE,TRUE,FALSE,,in_progress
643,236,3,criminal,email,2016-11-29,closed,643,3438.15,FALSE,TRUE,TRUE,2016-11-29,office_declined
644,964,145,criminal,whatsapp,2025-03-18,closed,644,198.98,TRUE,FALSE,TRUE,2025-03-18,resolved
645,142,117,immigration,phone,2024-04-06,closed,645,3979.02,TRUE,FALSE,FALSE,2024-04-06,completed
646,826,320,labor,phone,2015-11-09,closed,646,3681.46,FALSE,FALSE,FALSE,2026-09-12,office_declined
647,4,616,commercial,whatsapp,2020-05-19,pending,647,4812.5,TRUE,FALSE,TRUE,,ongoing
648,90,689,real_estate,email,2023-03-13,pending,648,3684.18,TRUE,FALSE,FALSE,,in_progress
649,663,578,administrative,phone,2024-03-22,closed,649,4312.8,TRUE,FALSE,FALSE,2024-03-22,lost_case
650,159,139,consultation,phone,2026-03-21,closed,650,2833.24,FALSE,FALSE,TRUE,2026-09-12,resolved
651,768,779,civil,whatsapp,2016-10-25,closed,651,1670.7,FALSE,TRUE,FALSE,2026-09-12,client_withdrawal
652,519,94,immigration,phone,2016-11-17,closed,652,3339.19,TRUE,TRUE,TRUE,2016-12-20,lost_case
653,673,339,family,whatsapp,2020-01-19,awaiting_response,653,1071.98,FALSE,TRUE,TRUE,,ongoing
654,537,630,family,phone,2025-07-21,under_review,654,988.83,FALSE,TRUE,FALSE,,accepted
655,669,659,administrative,whatsapp,2026-07-31,closed,655,653.43,FALSE,FALSE,TRUE,2026-07-31,lost_case
656,798,378,consultation,email,2017-07-23,closed,656,4290.26,TRUE,TRUE,FALSE,2026-09-12,cancelled
657,119,679,criminal,phone,2021-08-28,closed,657,4365.62,TRUE,FALSE,FALSE,2021-08-28,office_declined
658,56,636,administrative,phone,2018-02-19,closed,658,2380.34,TRUE,TRUE,TRUE,2023-03-02,resolved
659,679,251,administrative,email,2026-09-12,closed,659,669.32,FALSE,TRUE,TRUE,2026-09-12,resolved
660,53,328,real_estate,whatsapp,2026-01-03,closed,660,691.64,TRUE,FALSE,FALSE,2026-05-02,office_declined
661,707,978,administrative,email,2019-09-24,closed,661,2525.15,FALSE,TRUE,FALSE,2019-09-24,client_withdrawal
662,758,777,consultation,email,2023-10-12,closed,662,1690.17,FALSE,TRUE,FALSE,2023-10-12,cancelled
663,768,779,contract_review,whatsapp,2022-10-12,closed,663,4685.17,TRUE,FALSE,FALSE,2022-10-12,completed
664,622,813,administrative,email,2021-01-02,closed,664,2323.88,FALSE,FALSE,TRUE,2022-12-30,resolved
665,251,579,labor,email,2020-08-24,under_review,665,3826.26,FALSE,TRUE,FALSE,,in_progress
666,983,608,real_estate,whatsapp,2026-08-09,closed,666,344.76,TRUE,TRUE,TRUE,2026-09-12,resolved
667,152,41,contract_review,whatsapp,2026-09-12,closed,667,3390,TRUE,TRUE,TRUE,2026-09-12,office_declined
668,119,442,commercial,whatsapp,2026-09-12,delayed,668,3693.53,TRUE,FALSE,TRUE,,ongoing
669,13,436,immigration,whatsapp,2021-04-06,closed,669,333.31,TRUE,FALSE,TRUE,2026-09-12,lost_case
670,48,90,commercial,whatsapp,2021-08-18,closed,670,1839.57,FALSE,FALSE,TRUE,2026-09-12,office_declined
671,454,142,commercial,whatsapp,2020-03-26,pending,671,2242.77,FALSE,TRUE,FALSE,,ongoing
672,4,188,contract_review,email,2016-08-15,closed,672,1705.56,TRUE,FALSE,FALSE,2016-10-02,resolved
673,365,307,criminal,phone,2026-09-12,closed,673,413.24,FALSE,TRUE,TRUE,2026-09-12,office_declined
674,132,781,administrative,email,2020-02-20,closed,674,779.91,FALSE,TRUE,TRUE,2026-09-12,client_withdrawal
675,221,852,contract_review,email,2018-02-16,under_review,675,1147.97,TRUE,TRUE,FALSE,,ongoing
676,984,918,consultation,whatsapp,2024-11-17,delayed,676,352.7,FALSE,TRUE,TRUE,,accepted
677,321,732,contract_review,email,2021-04-19,closed,677,944.6,FALSE,FALSE,TRUE,2021-04-19,resolved
678,657,724,criminal,whatsapp,2026-09-12,pending,678,840.38,TRUE,TRUE,FALSE,,ongoing
679,426,246,contract_review,phone,2017-03-12,closed,679,4878.12,FALSE,TRUE,FALSE,2021-12-03,client_withdrawal
680,554,217,consultation,phone,2018-09-23,closed,680,506.14,FALSE,TRUE,TRUE,2018-09-23,settled
681,487,241,administrative,phone,2019-09-10,closed,681,3906.9,TRUE,TRUE,FALSE,2019-09-10,lost_case
682,61,904,real_estate,whatsapp,2022-02-16,rejected,682,4711.9,FALSE,TRUE,TRUE,,accepted
683,988,803,family,whatsapp,2018-10-14,under_review,683,1503.6,TRUE,FALSE,TRUE,,in_progress
684,449,790,civil,email,2023-02-03,closed,684,2990.04,FALSE,FALSE,TRUE,2023-02-03,cancelled
685,909,321,contract_review,phone,2015-05-29,rejected,685,2999.78,TRUE,FALSE,FALSE,,in_progress
686,826,320,commercial,whatsapp,2020-03-31,closed,686,1404.08,TRUE,FALSE,TRUE,2020-04-03,client_withdrawal
687,295,296,immigration,phone,2021-08-22,closed,687,4352.91,FALSE,TRUE,TRUE,2021-08-22,office_declined
688,850,618,immigration,whatsapp,2017-10-22,closed,688,948.94,TRUE,FALSE,FALSE,2017-10-22,cancelled
689,963,86,immigration,phone,2020-07-04,closed,689,704.15,TRUE,FALSE,TRUE,2026-09-12,lost_case
690,275,426,contract_review,whatsapp,2021-04-30,closed,690,1123.04,FALSE,FALSE,TRUE,2026-05-31,lost_case
691,35,363,administrative,email,2026-09-12,closed,691,4063.99,FALSE,FALSE,TRUE,2026-09-12,lost_case
692,972,631,immigration,email,2017-08-01,closed,692,722.89,FALSE,FALSE,TRUE,2022-05-26,office_declined
693,903,357,contract_review,email,2026-09-12,under_review,693,3638.36,TRUE,FALSE,TRUE,,accepted
694,751,334,immigration,whatsapp,2020-02-24,closed,694,3669.62,FALSE,TRUE,FALSE,2023-01-03,resolved
695,933,727,real_estate,phone,2024-01-05,closed,695,3262.81,TRUE,FALSE,FALSE,2025-10-20,client_withdrawal
696,53,116,real_estate,email,2026-09-12,in_process,696,3958.06,FALSE,TRUE,TRUE,,accepted
697,365,299,civil,whatsapp,2016-01-14,in_process,697,1528.35,TRUE,FALSE,FALSE,,in_progress
698,170,763,commercial,phone,2026-09-12,closed,698,795.04,FALSE,TRUE,FALSE,2026-09-12,lost_case
699,11,382,labor,email,2026-09-12,pending,699,3412.33,TRUE,FALSE,TRUE,,ongoing
700,619,498,labor,email,2022-12-29,under_review,700,4439.71,TRUE,FALSE,FALSE,,accepted
701,616,39,civil,email,2024-11-25,delayed,701,3936.1,TRUE,TRUE,FALSE,,in_progress
702,622,122,family,phone,2026-09-12,closed,702,2706.51,FALSE,TRUE,FALSE,2026-09-12,office_declined
703,487,302,labor,email,2026-09-12,approved,703,2845.64,TRUE,FALSE,TRUE,,in_progress
704,833,766,labor,whatsapp,2018-01-03,closed,704,861.55,FALSE,TRUE,FALSE,2026-09-12,cancelled
705,670,524,labor,whatsapp,2026-09-08,closed,705,2218.96,TRUE,FALSE,TRUE,2026-09-08,resolved
706,773,199,immigration,whatsapp,2021-11-28,closed,706,4917.62,FALSE,TRUE,TRUE,2021-11-28,settled
707,666,113,immigration,whatsapp,2016-11-08,closed,707,1517.18,TRUE,TRUE,FALSE,2026-09-12,resolved
708,346,835,commercial,whatsapp,2024-10-02,closed,708,3325.08,TRUE,TRUE,TRUE,2024-10-02,client_withdrawal
709,846,801,civil,email,2026-09-12,closed,709,562.23,TRUE,FALSE,TRUE,2026-09-12,completed
710,153,23,administrative,email,2025-11-16,under_review,710,1144.09,TRUE,TRUE,FALSE,,accepted
711,983,417,family,phone,2022-07-06,closed,711,4900.04,FALSE,TRUE,TRUE,2022-07-06,lost_case
712,143,324,civil,whatsapp,2024-03-27,closed,712,3848.17,TRUE,FALSE,FALSE,2026-09-12,resolved
713,251,579,contract_review,phone,2023-04-20,closed,713,2956.78,TRUE,TRUE,FALSE,2024-05-24,completed
714,152,208,contract_review,whatsapp,2026-09-12,delayed,714,1446.89,FALSE,TRUE,TRUE,,accepted
715,828,586,contract_review,phone,2022-09-24,closed,715,1558.04,FALSE,FALSE,FALSE,2022-09-24,settled
716,82,723,immigration,whatsapp,2015-04-09,closed,716,863.17,FALSE,FALSE,FALSE,2026-09-12,completed
717,657,911,immigration,whatsapp,2020-09-01,closed,717,1482.54,TRUE,FALSE,FALSE,2020-09-11,client_withdrawal
718,251,372,family,email,2026-09-12,closed,718,2175.51,FALSE,FALSE,FALSE,2026-09-12,cancelled
719,236,680,family,phone,2026-09-12,closed,719,3336.61,FALSE,FALSE,FALSE,2026-09-12,lost_case
720,334,523,immigration,phone,2023-07-20,closed,720,4248.6,FALSE,FALSE,FALSE,2023-08-26,office_declined
721,962,599,consultation,whatsapp,2025-10-05,closed,721,3562.49,FALSE,TRUE,TRUE,2026-09-12,settled
722,162,937,immigration,whatsapp,2024-08-04,closed,722,1132.42,FALSE,FALSE,FALSE,2024-08-04,resolved
723,599,620,real_estate,whatsapp,2025-03-29,closed,723,239.83,FALSE,FALSE,FALSE,2025-03-29,resolved
724,152,770,contract_review,whatsapp,2015-11-16,under_review,724,4798.68,FALSE,TRUE,FALSE,,accepted
725,90,997,administrative,phone,2026-09-12,closed,725,2309.77,FALSE,FALSE,TRUE,2026-09-12,completed
726,61,990,real_estate,whatsapp,2026-03-12,closed,726,2779.03,FALSE,FALSE,TRUE,2026-03-12,lost_case
727,76,68,consultation,whatsapp,2023-07-15,closed,727,802.48,TRUE,TRUE,FALSE,2026-09-12,settled
728,445,840,family,whatsapp,2021-01-17,closed,728,275.07,TRUE,FALSE,TRUE,2021-12-24,settled
729,957,12,civil,phone,2018-10-02,under_review,729,1063.9,FALSE,TRUE,FALSE,,in_progress
730,599,155,real_estate,phone,2026-09-12,in_process,730,1250.88,FALSE,TRUE,TRUE,,ongoing
731,433,49,administrative,phone,2026-09-12,closed,731,3354.56,FALSE,TRUE,FALSE,2026-09-12,lost_case
732,28,420,immigration,whatsapp,2018-06-28,closed,732,450.23,FALSE,FALSE,TRUE,2026-09-12,office_declined
733,377,939,commercial,phone,2026-09-12,closed,733,1864.44,FALSE,TRUE,TRUE,2026-09-12,completed
734,472,667,administrative,email,2024-11-07,pending,734,2522.49,FALSE,FALSE,TRUE,,ongoing
735,32,933,consultation,whatsapp,2022-02-08,closed,735,3583.73,FALSE,TRUE,FALSE,2026-09-12,cancelled
736,567,192,administrative,email,2021-03-02,closed,736,3770.75,TRUE,TRUE,FALSE,2026-08-04,cancelled
737,19,994,immigration,email,2020-06-17,closed,737,4590.03,TRUE,TRUE,FALSE,2020-06-17,settled
738,552,492,real_estate,email,2021-10-29,closed,738,4719.55,TRUE,FALSE,FALSE,2021-10-29,settled
739,155,714,contract_review,email,2025-11-11,closed,739,4128.62,TRUE,FALSE,FALSE,2026-08-24,completed
740,921,265,contract_review,phone,2017-04-17,closed,740,1054.25,TRUE,FALSE,FALSE,2022-08-23,completed
741,694,905,civil,email,2026-09-12,closed,741,1773.33,TRUE,FALSE,FALSE,2026-09-12,lost_case
742,669,659,family,phone,2015-08-11,closed,742,466.97,FALSE,TRUE,FALSE,2024-12-05,client_withdrawal
743,599,620,consultation,email,2020-02-24,under_review,743,204.05,FALSE,TRUE,FALSE,,accepted
744,885,4,commercial,email,2026-09-12,closed,744,2507.44,TRUE,TRUE,TRUE,2026-09-12,resolved
745,399,346,civil,phone,2026-09-12,closed,745,1127.28,TRUE,TRUE,FALSE,2026-09-12,cancelled
746,170,421,family,phone,2021-01-17,closed,746,418.16,TRUE,FALSE,TRUE,2025-01-05,cancelled
747,340,275,commercial,phone,2021-02-05,closed,747,1518.75,TRUE,TRUE,FALSE,2021-02-05,office_declined
