consultation_id,client_id,inquiry_id,lawyer_id,scheduled_at,held_at,consultation_fee,consultation_invoice_id,paid_status,case_accepted
915,369,90,915,2026-01-09,,164.6,915,completed,
916,619,131,916,2027-08-14,,176.73,916,refunded,
917,864,71,917,2023-08-17,2025-12-24,155.66,917,completed,FALSE
918,984,632,918,2023-10-13,,108.8,918,unpaid,
919,509,479,919,2020-07-12,2020-07-12,127.65,919,completed,TRUE
920,201,640,920,2030-03-30,,182.28,920,pending,
921,417,714,921,2025-10-26,2025-10-26,159.15,921,refunded,TRUE
922,478,829,922,2023-01-28,,129.69,922,processing,
923,333,157,923,2020-02-07,2022-10-09,181.11,923,completed,TRUE
924,704,924,924,2027-12-24,,174.56,924,refunded,
925,772,750,925,2028-06-13,,158.49,925,cancelled,
926,936,396,926,2030-06-05,,159.21,926,pending,
927,353,635,927,2024-11-21,2024-11-21,132.72,927,pending,FALSE
928,877,83,928,2030-02-27,,101.67,928,completed,
929,601,979,929,2026-08-24,,153.43,929,on_hold,
930,96,683,930,2021-04-27,,161.39,930,completed,
931,207,597,931,2029-08-23,,117.02,931,completed,
932,983,309,932,2022-04-11,,183.94,932,refunded,
933,32,654,933,2030-05-13,,128.98,933,processing,
934,972,43,934,2026-06-19,2026-06-19,128.77,934,on_hold,FALSE
935,151,20,935,2023-04-01,,113.54,935,failed,
936,702,704,936,2026-11-29,,115.17,936,unpaid,
937,162,902,937,2030-11-17,,161.23,937,on_hold,
938,226,596,938,2022-11-13,,166.03,938,on_hold,
939,377,72,939,2020-09-04,2023-02-03,155.94,939,refunded,FALSE
940,398,338,940,2025-09-18,2025-09-18,107.85,940,completed,TRUE
941,675,926,941,2020-08-05,,166.05,941,refunded,
942,605,190,942,2022-07-17,,172.35,942,completed,
943,143,738,943,2022-01-18,,109.16,943,processing,
944,910,14,944,2030-06-17,,183.94,944,completed,
945,399,865,945,2020-01-07,2026-07-07,172.74,945,completed,FALSE
946,926,535,946,2021-10-25,2025-03-03,126.52,946,cancelled,FALSE
947,327,449,947,2022-12-15,,173.37,947,failed,
948,519,702,948,2024-08-19,2025-10-05,117.71,948,unpaid,TRUE
949,551,411,949,2030-10-16,,151.96,949,failed,
950,758,984,950,2023-07-31,,144.7,950,failed,
951,984,239,951,2021-11-08,,150.02,951,unpaid,
952,921,166,952,2021-04-03,,148.27,952,completed,
953,141,76,953,2026-06-28,,149.98,953,on_hold,
954,826,544,954,2024-02-10,,116.57,954,on_hold,
955,875,287,955,2027-05-28,,159.86,955,on_hold,
956,481,138,956,2021-10-17,2026-01-25,163.84,956,pending,FALSE
957,755,160,957,2021-08-21,,135.04,957,processing,
958,628,550,958,2020-05-12,,142.68,958,pending,
959,76,552,959,2028-04-24,,124.44,959,completed,
960,576,5,960,2026-02-22,,137.38,960,pending,
961,966,896,961,2028-07-19,,143.66,961,refunded,
962,182,470,962,2029-04-26,,102.78,962,completed,
963,768,318,963,2023-03-16,2023-03-16,109.83,963,completed,FALSE
964,363,916,964,2020-09-24,,144.95,964,pending,
965,544,834,965,2022-11-16,2022-11-16,108.7,965,cancelled,FALSE
966,208,215,966,2027-08-30,,180.45,966,completed,
967,974,498,967,2023-04-21,2023-09-23,178.98,967,processing,FALSE
968,844,260,968,2026-06-10,,110.17,968,completed,
969,749,933,969,2020-11-14,,161.08,969,completed,
970,664,965,970,2021-04-07,,180.71,970,completed,
971,430,633,971,2029-01-11,,130.27,971,refunded,
972,628,550,972,2021-07-27,2021-07-27,121.49,972,on_hold,TRUE
973,42,525,973,2021-02-15,,104.33,973,completed,
974,774,495,974,2026-09-05,2026-09-05,161.09,974,completed,TRUE
975,339,148,975,2024-10-21,,142.51,975,completed,
976,541,537,976,2029-09-03,,157.11,976,on_hold,
977,22,430,977,2029-09-28,,161.69,977,cancelled,
978,707,735,978,2028-07-10,,153.86,978,unpaid,
979,427,559,979,2030-01-06,,146.91,979,cancelled,
980,724,169,980,2027-07-25,,140.97,980,completed,
981,828,73,981,2025-08-08,2025-08-08,147.45,981,unpaid,FALSE
982,856,133,982,2022-09-24,2022-09-24,130.65,982,on_hold,TRUE
983,899,500,983,2027-08-02,,120.51,983,completed,
984,492,810,984,2029-03-02,,168.97,984,failed,
985,248,182,985,2024-12-14,2025-02-23,109.09,985,failed,TRUE
986,777,376,986,2024-11-07,,132.79,986,on_hold,
987,844,260,987,2025-07-15,2025-07-15,168.89,987,completed,TRUE
988,984,239,988,2021-11-16,2021-11-21,157.81,988,completed,TRUE
989,402,718,989,2020-03-22,2020-08-30,105.42,989,completed,FALSE
990,61,317,990,2027-11-06,,118.41,990,completed,
991,755,185,991,2023-03-29,,149.44,991,failed,
992,546,815,992,2027-04-16,,128.72,992,completed,
993,647,805,993,2020-03-22,,143.72,993,completed,
994,19,200,994,2024-06-09,,105.66,994,completed,
995,976,874,995,2027-05-01,,123.93,995,completed,
996,976,665,996,2021-09-18,2025-04-16,123.74,996,on_hold,FALSE
997,90,19,997,2024-09-16,2024-09-16,176.24,997,cancelled,TRUE
998,587,111,998,2030-05-07,,104.66,998,cancelled,
999,612,222,999,2027-03-30,,167.05,999,completed,
1000,576,5,1000,2025-09-11,,160.05,1000,failed,
